"Provincia";"Comune Nome";"Stazione Nome";"Data";"Parametro Nome";"Valore Alfanum";"Sta Gb E";"Sta Gb N"
"GR";"CIVITELLA PAGANICO";"TORRENTE LANZO";"18-GEN-24";"TEMPERATURA";"14,1";"1686932";"4756483"
"FI";"VICCHIO";"TORRENTE BOTENA";"16-GEN-24";"TEMPERATURA";"9,9";"1700498";"4868730"
"FI";"BARBERINO DI MUGELLO";"LAGO MIGNETO";"16-GEN-24";"TEMPERATURA";"8,3";"1677500";"4881500"
"FI";"BARBERINO DI MUGELLO";"LAGO MIGNETO";"16-GEN-24";"TEMPERATURA";"8,3";"1677500";"4881500"
"FI";"FUCECCHIO";"ARNO - PONTE DI FUCECCHIO";"16-GEN-24";"TEMPERATURA";"8,6";"1646005";"4842326"
"FI";"EMPOLI";"TORRENTE ORME";"16-GEN-24";"TEMPERATURA";"10,6";"1657836";"4840372"
"PI";"CALCINAIA";"USCIANA - CATERATTE";"16-GEN-24";"TEMPERATURA";"8,1";"1632928";"4837899"
"PI";"CRESPINA LORENZANA";"TORRENTE CRESPINA - LOC. CENAIA";"16-GEN-24";"TEMPERATURA";"9,1";"1624452";"4829384"
"PI";"CALCINAIA";"EMISSARIO BIENTINA - FORNACETTE";"16-GEN-24";"TEMPERATURA";"10,6";"1627498";"4836523"
"PT";"PISTOIA";"OMBRONE PISTOIESE - PROMBIALLA PRESA ACQUEDOTTO";"15-GEN-24";"TEMPERATURA";"8,9";"1652687";"4875630"
"PT";"PISTOIA";"OMBRONE PISTOIESE - PROMBIALLA PRESA ACQUEDOTTO";"15-GEN-24";"TEMPERATURA";"8,9";"1652687";"4875630"
"PT";"PISTOIA";"LIMENTRA DI SAMBUCA - PRESA ACQUEDOTTO OSPEDALETTO";"15-GEN-24";"TEMPERATURA";"6,6";"1655550";"4877375"
"PT";"PISTOIA";"LIMENTRA DI SAMBUCA - PRESA ACQUEDOTTO OSPEDALETTO";"15-GEN-24";"TEMPERATURA";"6,6";"1655550";"4877375"
"FI";"BARBERINO TAVARNELLE";"PESA - PRESA SAMBUCA";"09-GEN-24";"TEMPERATURA";"9";"1679719";"4825925"
"FI";"BARBERINO TAVARNELLE";"LAGO CHIOSTRINI";"09-GEN-24";"TEMPERATURA";"8,2";"1676919";"4826140"
"FI";"SAN CASCIANO IN VAL DI PESA";"LAGO FABBRICA 1";"09-GEN-24";"TEMPERATURA";"11";"1680041";"4828106"
"GR";"MASSA MARITTIMA";"ACCESA - INTERNO LAGO";"20-DIC-23";"TEMPERATURA";"12";"1654767";"4761402"
"GR";"GAVORRANO";"BRUNA - MONTE TORRENTE CARSIA LOC. CASTEANI";"20-DIC-23";"TEMPERATURA";"12";"1661177";"4759728"
"GR";"GAVORRANO";"BRUNA - SP. 31 COLLACCHIA LOC. LA BARTOLINA";"20-DIC-23";"TEMPERATURA";"9";"1665337";"4756991"
"GR";"GAVORRANO";"TORRENTE SOVATA";"20-DIC-23";"TEMPERATURA";"5";"1664417,66";"4752855,11"
"LI";"ROSIGNANO MARITTIMO";"TORRENTE CHIOMA";"20-DIC-23";"TEMPERATURA";"8,1";"1611698";"4811656"
"LI";"ROSIGNANO MARITTIMO";"TORRENTE SAVALANO";"20-DIC-23";"TEMPERATURA";"8";"1620054";"4810240"
"FI";"FIESOLE";"BACINO LA CALVANELLA";"19-DIC-23";"TEMPERATURA";"8,8";"1688875";"4860080"
"FI";"FIESOLE";"BACINO LA CALVANELLA";"19-DIC-23";"TEMPERATURA";"7,7";"1688875";"4860080"
"FI";"FIESOLE";"BACINO LA CALVANELLA";"19-DIC-23";"TEMPERATURA";"8";"1688875";"4860080"
"FI";"FIESOLE";"BACINO LA CALVANELLA";"19-DIC-23";"TEMPERATURA";"7,9";"1688875";"4860080"
"PI";"POMARANCE";"TORRENTE  TROSSA";"19-DIC-23";"TEMPERATURA";"11,5";"1641656";"4798412"
"GR";"MANCIANO";"FOSSO GATTAIA";"18-DIC-23";"TEMPERATURA";"8,8";"1706231";"4724871"
"GR";"SCANSANO";"FIUME SANGUINAIO";"18-DIC-23";"TEMPERATURA";"10,7";"1696197";"4722501"
"GR";"GROSSETO";"OMBRONE - PONTE D'ISTIA";"18-DIC-23";"TEMPERATURA";"6,8";"1679033";"4738650"
"SI";"GAIOLE IN CHIANTI";"TORRENTE PIANA";"12-DIC-23";"TEMPERATURA";"12";"1695737";"4813611"
"SI";"GAIOLE IN CHIANTI";"TORRENTE PIANA";"12-DIC-23";"TEMPERATURA";"12";"1695737";"4813611"
"SI";"RAPOLANO TERME";"FOENNA - USCITA INVASO CALCIONE LOC. MODANELLA";"12-DIC-23";"TEMPERATURA";"10,8";"1717169";"4796486"
"SI";"CHIUSI";"CHIUSI - INTERNO INVASO";"12-DIC-23";"TEMPERATURA";"9,8";"1741409";"4771057"
"SI";"SAN QUIRICO D'ORCIA";"ORCIA - LOC. BAGNOVIGNONI";"12-DIC-23";"TEMPERATURA";"4";"1714039";"4767383"
"PI";"MONTEVERDI MARITTIMO";"STERZA - PONTE LOC. GABELLA";"12-DIC-23";"TEMPERATURA";"13,5";"1638427";"4792444"
"PI";"RIPARBELLA";"TORRENTE LE BOTRA";"12-DIC-23";"TEMPERATURA";"13,7";"1628506";"4800576"
"FI";"REGGELLO";"TORRENTE MARNIA";"11-DIC-23";"TEMPERATURA";"9,2";"1703215";"4843521"
"AR";"BADIA TEDALDA";"MARECCHIA - MOLIN DI BASCIO";"11-DIC-23";"TEMPERATURA";"3,9";"1757348";"4850692"
"SI";"SIENA";"FIUME BOZZONE";"06-DIC-23";"TEMPERATURA";"8,4";"1693556";"4795839"
"SI";"CHIUSDINO";"Torrente FECCIA";"06-DIC-23";"TEMPERATURA";"8,3";"1676428";"4781900"
"SI";"SIENA";"FIUME ELSA";"06-DIC-23";"TEMPERATURA";"7,9";"1671715";"4803259"
"PI";"MONTECATINI VAL DI CECINA";"GRANDE MONTECATINI - MONTE CONFLUENZA CECINA";"06-DIC-23";"TEMPERATURA";"11,5";"1644299";"4802069"
"PI";"VOLTERRA";"S. MARTA - SALINE";"06-DIC-23";"TEMPERATURA";"8";"1647483";"4802136"
"LU";"BORGO A MOZZANO";"LIMA - PONTE CATENE";"05-DIC-23";"TEMPERATURA";"8,8";"1625288";"4873730"
"LU";"BORGO A MOZZANO";"TORRENTE PEDOGNA";"05-DIC-23";"TEMPERATURA";"10,8";"1620146";"4869308"
"LU";"BARGA";"TORRENTE CORSONNA";"05-DIC-23";"TEMPERATURA";"9";"1619561";"4882439"
"LU";"GALLICANO";"TORRENTE TURRITE DI GALLICANO LOC. CHIESINA";"05-DIC-23";"TEMPERATURA";"10,4";"1616684";"4878686"
"MS";"CARRARA";"TORRENTE CARRIONE _MONTE";"05-DIC-23";"TEMPERATURA";"12";"1589626";"4881649"
"MS";"MASSA";"FRIGIDO - VALLE CONFLUENZA RENARA";"05-DIC-23";"TEMPERATURA";"11";"1594426";"4880687"
"FI";"REGGELLO";"TORRENTE  CHIESIMONE";"04-DIC-23";"TEMPERATURA";"7,3";"1698852";"4835734"
"FI";"REGGELLO";"RESCO CASCESE";"04-DIC-23";"TEMPERATURA";"5,9";"1705667";"4839875"
"FI";"REGGELLO";"RESCO CASCESE";"04-DIC-23";"TEMPERATURA";"5,3";"1705667";"4839875"
"FI";"FIGLINE E INCISA VALDARNO";"TORRENTE DEL CESTO MOLIN LUNGO BORRO PRATOLUNGO";"04-DIC-23";"TEMPERATURA";"7,1";"1693253";"4829994"
"FI";"MARRADI";"FIUME LAMONE";"04-DIC-23";"TEMPERATURA";"8";"1712742";"4886978"
"FI";"PALAZZUOLO SUL SENIO";"SENIO - PRESA ACQUEDOTTO - LOC. PALAZZUOLO";"04-DIC-23";"TEMPERATURA";"7,9";"1702339";"4886441"
"FI";"MARRADI";"LAMONE - PRESA ACQUEDOTTO CAMPIGNO";"04-DIC-23";"TEMPERATURA";"9,9";"1707790";"4878931"
"FI";"GAMBASSI TERME";"RIOPETROSO_BORGOFORTE";"04-DIC-23";"TEMPERATURA";"8";"1657290";"4824947"
"FI";"EMPOLI";"TORRENTE ORME";"04-DIC-23";"TEMPERATURA";"6,5";"1657836";"4840372"
"AR";"CAVRIGLIA";"LAGO DI SAN CIPRIANO";"04-DIC-23";"TEMPERATURA";"10,1";"1700685";"4827939"
"AR";"CASTELFRANCO PIANDISCO'";"FINESTRELLE";"04-DIC-23";"TEMPERATURA";"6,1";"1707714";"4833950"
"AR";"CAVRIGLIA";"LE SCAGLIE";"04-DIC-23";"TEMPERATURA";"6,1";"1699396";"4820091"
"SI";"BUONCONVENTO";"TORRENTE STILE";"04-DIC-23";"TEMPERATURA";"7";"1700114";"4778313"
"SI";"MONTICIANO";"MERSE - PONTE STRADA IL SANTO";"04-DIC-23";"TEMPERATURA";"9,9";"1689401";"4774243"
"GR";"MANCIANO";"FIUME ELSA";"04-DIC-23";"TEMPERATURA";"8,8";"1698936,55";"4712130,99"
"MS";"AULLA";"TAVERONE- AULLA A MONTE SS CISA";"04-DIC-23";"TEMPERATURA";"7,5";"1577413";"4897221"
"GR";"GAVORRANO";"BRUNA - SP. 31 COLLACCHIA LOC. LA BARTOLINA";"30-NOV-23";"TEMPERATURA";"13,5";"1665337";"4756991"
"GR";"GAVORRANO";"BRUNA - MONTE TORRENTE CARSIA LOC. CASTEANI";"30-NOV-23";"TEMPERATURA";"13";"1661177";"4759728"
"GR";"MASSA MARITTIMA";"ACCESA - INTERNO LAGO";"30-NOV-23";"TEMPERATURA";"15";"1654767";"4761402"
"FI";"FIESOLE";"BACINO LA CALVANELLA";"29-NOV-23";"TEMPERATURA";"9,9";"1688875";"4860080"
"FI";"SCARPERIA E SAN PIERO";"TORRENTE LEVISONE";"29-NOV-23";"TEMPERATURA";"9,4";"1687559";"4871556"
"FI";"PONTASSIEVE";"TORRENTE RISAIO";"29-NOV-23";"TEMPERATURA";"8,1";"1692927";"4858037"
"FI";"FIESOLE";"BACINO LA CALVANELLA";"29-NOV-23";"TEMPERATURA";"9,9";"1688875";"4860080"
"AR";"PIEVE SANTO STEFANO";"TEVERE - PONTE DI FORMOLE";"29-NOV-23";"TEMPERATURA";"5,1";"1746308";"4837383"
"AR";"PIEVE SANTO STEFANO";"TORRENTE COLLEDESTRO";"29-NOV-23";"TEMPERATURA";"4,1";"1745325";"4840410"
"AR";"PIEVE SANTO STEFANO";"TEVERE - MOLIN DEL BECCO";"29-NOV-23";"TEMPERATURA";"3,7";"1744014";"4848298"
"PT";"QUARRATA";"BACINO FALCHERETO";"29-NOV-23";"TEMPERATURA";"11,7";"1657270";"4856700"
"PT";"QUARRATA";"BACINO DUE FORRE";"29-NOV-23";"TEMPERATURA";"10,3";"1655449";"4857390"
"PT";"PISTOIA";"TORRENTE BRANA";"29-NOV-23";"TEMPERATURA";"10,1";"1658939";"4863673"
"PT";"QUARRATA";"DOGAIA DEI QUADRELLI PONTE AL FOSSO";"29-NOV-23";"TEMPERATURA";"8,5";"1662627";"4856704"
"PT";"QUARRATA";"STELLA PONTE CATENA";"29-NOV-23";"TEMPERATURA";"10,3";"1662143";"4856367"
"SI";"RAPOLANO TERME";"LAGO DEL CALCIONE - INTERNO INVASO";"29-NOV-23";"TEMPERATURA";"11";"1717196";"4796549"
"SI";"SIENA";"FIUME TRESSA";"29-NOV-23";"TEMPERATURA";"9,3";"1692970";"4792143"
"SI";"RAPOLANO TERME";"FOENNA - USCITA INVASO CALCIONE LOC. MODANELLA";"29-NOV-23";"TEMPERATURA";"6,7";"1717169";"4796486"
"LU";"VIAREGGIO";"CANALE BURLAMACCA TORRE MATILDE";"29-NOV-23";"TEMPERATURA";"12,4";"1600996";"4857868"
"LU";"SERAVEZZA";"VEZZA - DISCESA ALVEO CAVA";"29-NOV-23";"TEMPERATURA";"7,7";"1600405";"4872143"
"LU";"SERAVEZZA";"SERRA - PARCO DEI BIMBI";"29-NOV-23";"TEMPERATURA";"8,2";"1597717";"4873337"
"LU";"SERAVEZZA";"SERRA - PARCO DEI BIMBI";"29-NOV-23";"TEMPERATURA";"8,2";"1597717";"4873337"
"LU";"CAMAIORE";"FIUME CAMAIORE TORRENTE LUCESE MONTE";"29-NOV-23";"TEMPERATURA";"11";"1607110";"4863890"
"LU";"CAMAIORE";"FIUME CAMAIORE TORRENTE LUCESE MONTE";"29-NOV-23";"TEMPERATURA";"11";"1607110";"4863890"
"GR";"MANCIANO";"FIORA - LOC. EX FRANCESCHELLI - SP. 32 MANCIANO";"29-NOV-23";"TEMPERATURA";"10";"1711912";"4713930"
"GR";"CAPALBIO";"FOSSO DEL CHIARONE";"29-NOV-23";"TEMPERATURA";"10,5";"1701911";"4696721"
"PI";"MONTECATINI VAL DI CECINA";"GRANDE MONTECATINI - MONTE CONFLUENZA CECINA";"29-NOV-23";"TEMPERATURA";"11,1";"1644299";"4802069"
"PI";"CHIANNI";"TORRENTE STERZA VALLE ERA";"29-NOV-23";"TEMPERATURA";"9,9";"1636760";"4814395"
"PI";"RIPARBELLA";"TORRENTE LE BOTRA";"29-NOV-23";"TEMPERATURA";"12,1";"1628506";"4800576"
"PI";"PECCIOLI";"FIUME ERA MEDIO";"29-NOV-23";"TEMPERATURA";"8,5";"1641870";"4816017"
"PI";"VOLTERRA";"S. MARTA - SALINE";"29-NOV-23";"TEMPERATURA";"16";"1647483";"4802136"
"AR";"AREZZO";"CHIANA - BRIGLIA EX CERACE";"28-NOV-23";"TEMPERATURA";"6,3";"1727396";"4819229"
"AR";"MARCIANO DELLA CHIANA";"CHIANA - PONTE DI CESA";"28-NOV-23";"TEMPERATURA";"6,4";"1729967";"4800306"
"AR";"AREZZO";"TORRENTE MASPINO";"28-NOV-23";"TEMPERATURA";"10,1";"1731284";"4818618"
"PT";"PISTOIA";"TORRENTE VINCIO DI MONTAGNANA";"28-NOV-23";"TEMPERATURA";"10,7";"1649651";"4865526"
"PT";"PISTOIA";"BURE DI SANTOMORO";"28-NOV-23";"TEMPERATURA";"10,6";"1656195";"4868365"
"SI";"CHIUSI";"CHIUSI - INTERNO INVASO";"28-NOV-23";"TEMPERATURA";"11,3";"1741409";"4771057"
"SI";"CHIUSI";"CHIUSI - INTERNO INVASO";"28-NOV-23";"TEMPERATURA";"11";"1741409";"4771057"
"SI";"CHIUSI";"CHIUSI - INTERNO INVASO";"28-NOV-23";"TEMPERATURA";"11";"1741409";"4771057"
"SI";"CHIUSI";"CHIUSI - INTERNO INVASO";"28-NOV-23";"TEMPERATURA";"11,3";"1741409";"4771057"
"SI";"CHIUSI";"CHIUSI - INTERNO INVASO";"28-NOV-23";"TEMPERATURA";"11,7";"1741409";"4771057"
"LU";"PIAZZA AL SERCHIO";"TORRENTE ACQUA BIANCA - VALLE";"28-NOV-23";"TEMPERATURA";"8,2";"1604382";"4892542"
"LU";"SILLANO GIUNCUGNANO";"FIUME SERCHIO DI SILLANO";"28-NOV-23";"TEMPERATURA";"7";"1603745";"4896405"
"PI";"PISA";"FOSSA CHIARA PONTE DI BISCOTTINO";"28-NOV-23";"TEMPERATURA";"9,7";"1613450";"4830540"
"PI";"CALCINAIA";"EMISSARIO BIENTINA - FORNACETTE";"28-NOV-23";"TEMPERATURA";"11";"1627498";"4836523"
"PI";"BIENTINA";"RIO PONTICELLI";"28-NOV-23";"TEMPERATURA";"8,8";"1634060,06";"4845237,35"
"PI";"CALCINAIA";"USCIANA - CATERATTE";"28-NOV-23";"TEMPERATURA";"10,2";"1632928";"4837899"
"AR";"MONTERCHI";"SOVARA - PONTE SS 73 CONFINE REGIONE";"27-NOV-23";"TEMPERATURA";"3,6";"1749232";"4821534"
"AR";"SANSEPOLCRO";"TEVERE - PONTE DI PISTRINO";"27-NOV-23";"TEMPERATURA";"4,7";"1755184";"4824032"
"PT";"SAN MARCELLO PITEGLIO";"TORRENTE LIMESTRE - A MONTE IMMISSIONE - LIMA";"27-NOV-23";"TEMPERATURA";"6,9";"1642078";"4879092"
"PT";"ABETONE CUTIGLIANO";"TORRENTE SESTAIONE - PRESA ACQUEDOTTO";"27-NOV-23";"TEMPERATURA";"3,9";"1633142";"4887154"
"PT";"PISTOIA";"RENO - PRESA ACQUEDOTTO LOC. PRACCHIA";"27-NOV-23";"TEMPERATURA";"5,9";"1652566";"4879557"
"PT";"PISTOIA";"RENO - PRESA ACQUEDOTTO LOC. PRACCHIA";"27-NOV-23";"TEMPERATURA";"5,9";"1652566";"4879557"
"SI";"SAN CASCIANO DEI BAGNI";"INVASO ORCIA-ASTRONE";"27-NOV-23";"TEMPERATURA";"9,8";"1727692";"4768831"
"SI";"CETONA";"ASTRONE - PONTE CAVALCAVIA A1 (SS321)";"27-NOV-23";"TEMPERATURA";"7,6";"1738614";"4762188"
"SI";"MONTEPULCIANO";"MONTEPULCIANO - INTERNO INVASO";"27-NOV-23";"TEMPERATURA";"9,6";"1738466";"4775200"
"GR";"MONTEROTONDO MARITTIMO";"CORNIA - SERRAIOLA";"27-NOV-23";"TEMPERATURA";"12,4";"1641195";"4775654"
"LI";"COLLESALVETTI";"TORA - PONTE MEDICEO";"24-NOV-23";"TEMPERATURA";"11,8";"1618525";"4827250"
"LI";"ROSIGNANO MARITTIMO";"TORRENTE SAVALANO";"24-NOV-23";"TEMPERATURA";"10,8";"1620054";"4810240"
"MS";"PONTREMOLI";"FIUME MAGRA MONTE";"23-NOV-23";"TEMPERATURA";"9,5";"1570832";"4912602"
"MS";"AULLA";"TAVERONE- AULLA A MONTE SS CISA";"23-NOV-23";"TEMPERATURA";"10";"1577413";"4897221"
"MS";"AULLA";"AULELLA - LOC. AULLA PASSAGGIO A LIVELLO";"23-NOV-23";"TEMPERATURA";"11";"1577557";"4895263"
"MS";"PONTREMOLI";"FIUME MAGRA MONTE";"23-NOV-23";"TEMPERATURA";"9,5";"1570832";"4912602"
"LI";"CASTAGNETO CARDUCCI";"FOSSO BOLGHERI";"23-NOV-23";"TEMPERATURA";"12,7";"1625211";"4783505"
"LI";"CECINA";"CECINA - PONTE SS1 AURELIA";"23-NOV-23";"TEMPERATURA";"12,2";"1622837";"4796939"
"LI";"ROSIGNANO MARITTIMO";"FINE - GUADO POLVERONI";"23-NOV-23";"TEMPERATURA";"13,4";"1618689";"4803396"
"LI";"ROSIGNANO MARITTIMO";"TORRENTE CHIOMA";"23-NOV-23";"TEMPERATURA";"13,8";"1611698";"4811656"
"PT";"MONSUMMANO TERME";"NIEVOLE - PONTE DEL PORTO";"22-NOV-23";"TEMPERATURA";"11,6";"1644443";"4856297"
"PT";"MONSUMMANO TERME";"TERZO - RISERVA RIGHETTI";"22-NOV-23";"TEMPERATURA";"12,6";"1644544";"4854790"
"PT";"LARCIANO";"TERZO - CASOTTO DE  MORI";"22-NOV-23";"TEMPERATURA";"12,7";"1646042";"4850440"
"PI";"SANTA MARIA A MONTE";"USCIANA - MASSARELLA";"22-NOV-23";"TEMPERATURA";"12,8";"1645694";"4848214"
"PT";"PONTE BUGGIANESE";"PESCIA DI COLLODI - PONTE SETTEPASSI";"22-NOV-23";"TEMPERATURA";"12,7";"1641379";"4851913"
"PT";"MASSA E COZZILE";"TORRENTE CESSANA";"22-NOV-23";"TEMPERATURA";"12,8";"1641222";"4857785"
"PT";"PISTOIA";"TORRENTE VINCIO DI BRANDEGLIO";"22-NOV-23";"TEMPERATURA";"11,3";"1650377";"4870490"
"PT";"PISTOIA";"TORRENTE VINCIO DI BRANDEGLIO";"22-NOV-23";"TEMPERATURA";"11,3";"1650377";"4870490"
"PT";"PISTOIA";"OMBRONE PISTOIESE - PROMBIALLA PRESA ACQUEDOTTO";"22-NOV-23";"TEMPERATURA";"9,9";"1652687";"4875630"
"PT";"PISTOIA";"OMBRONE PISTOIESE - PROMBIALLA PRESA ACQUEDOTTO";"22-NOV-23";"TEMPERATURA";"9,9";"1652687";"4875630"
"PO";"CARMIGNANO";"TORRENTE OMBRONE POGGIO A CAIANO";"22-NOV-23";"TEMPERATURA";"18,3";"1666168";"4849195"
"PT";"QUARRATA";"OMBRONE - PONTE DELLA CASERANA";"22-NOV-23";"TEMPERATURA";"11,7";"1662251";"4858643"
"SI";"MONTEPULCIANO";"MONTEPULCIANO - INTERNO INVASO";"22-NOV-23";"TEMPERATURA";"12,5";"1738466";"4775200"
"MS";"AULLA";"TAVERONE- AULLA A MONTE SS CISA";"22-NOV-23";"TEMPERATURA";"17";"1577413";"4897221"
"MS";"AULLA";"TAVERONE- AULLA A MONTE SS CISA";"22-NOV-23";"TEMPERATURA";"17";"1577413";"4897221"
"FI";"FIRENZE";"FIUME ARNO - ANCONELLA";"21-NOV-23";"TEMPERATURA";"13,3";"1685474";"4848206"
"FI";"PELAGO";"TORRENTE VICANO DI PELAGO";"21-NOV-23";"TEMPERATURA";"14,1";"1698387";"4848468"
"AR";"CASTIGLION FIORENTINO";"TORRENTE ESSE LOC. PONTI DI BROLIO";"21-NOV-23";"TEMPERATURA";"11,4";"1729846";"4791059"
"SI";"SIENA";"FIUME ELSA";"21-NOV-23";"TEMPERATURA";"12,2";"1671715";"4803259"
"SI";"SIENA";"FIUME BOZZONE";"21-NOV-23";"TEMPERATURA";"12,3";"1693556";"4795839"
"MS";"CARRARA";"TORRENTE CARRIONE _MONTE";"21-NOV-23";"TEMPERATURA";"13";"1589626";"4881649"
"MS";"MASSA";"FRIGIDO - VALLE CONFLUENZA RENARA";"21-NOV-23";"TEMPERATURA";"11";"1594426";"4880687"
"GR";"MONTEROTONDO MARITTIMO";"CORNIA - SERRAIOLA";"21-NOV-23";"TEMPERATURA";"16";"1641195";"4775654"
"PI";"POMARANCE";"TORRENTE  TROSSA";"21-NOV-23";"TEMPERATURA";"14,8";"1641656";"4798412"
"PI";"MONTEVERDI MARITTIMO";"STERZA - PONTE LOC. GABELLA";"21-NOV-23";"TEMPERATURA";"13,7";"1638427";"4792444"
"PI";"SANTA LUCE";"LAGO S. LUCE - INTERNO INVASO";"21-NOV-23";"TEMPERATURA";"14,9";"1622586";"4811251"
"PI";"VOLTERRA";"TORRENTE SELLATE MONTE CONFLUENZA FOSCI";"21-NOV-23";"TEMPERATURA";"12,6";"1655223";"4799512"
"PI";"POMARANCE";"CECINA - PONTE PONTEGINORI";"21-NOV-23";"TEMPERATURA";"13,2";"1641088";"4799350"
"PT";"PISTOIA";"TORRENTE BURE DI BAGGIO";"20-NOV-23";"TEMPERATURA";"12,5";"1656963";"4871868"
"PT";"MONTALE";"TORRENTE AGNA DELLE CONCHE";"20-NOV-23";"TEMPERATURA";"12";"1662859";"4870331"
"PI";"SAN MINIATO";"ELSA VALLE INFERIORE";"20-NOV-23";"TEMPERATURA";"14,7";"1651343";"4841847"
"FI";"FUCECCHIO";"ARNO - PONTE DI FUCECCHIO";"20-NOV-23";"TEMPERATURA";"13,8";"1646005";"4842326"
"MS";"BAGNONE";"TORRENTE BAGNONE";"20-NOV-23";"TEMPERATURA";"9,5";"1583657";"4911829"
"GR";"MANCIANO";"FIUME ELSA";"16-NOV-23";"TEMPERATURA";"12,8";"1698936,55";"4712130,99"
"AR";"BADIA TEDALDA";"MARECCHIA - MOLIN DI BASCIO";"15-NOV-23";"TEMPERATURA";"11,6";"1757348";"4850692"
"AR";"SANSEPOLCRO";"TORRENTE TIGNANA";"15-NOV-23";"TEMPERATURA";"11,7";"1750184";"4832543"
"PT";"PISTOIA";"LIMENTRA DI SAMBUCA - PRESA ACQUEDOTTO OSPEDALETTO";"15-NOV-23";"TEMPERATURA";"11,5";"1655550";"4877375"
"FI";"BORGO SAN LORENZO";"TORRENTE FISTONA";"15-NOV-23";"TEMPERATURA";"17";"1692361";"4867789"
"FI";"VICCHIO";"TORRENTE BOTENA";"15-NOV-23";"TEMPERATURA";"15,9";"1700498";"4868730"
"FI";"VICCHIO";"TORRENTE MUCCIONE";"15-NOV-23";"TEMPERATURA";"14,8";"1698948";"4874460"
"AR";"BADIA TEDALDA";"MARECCHIA - MOLIN DI BASCIO";"15-NOV-23";"TEMPERATURA";"15,2";"1757348";"4850692"
"FI";"FIRENZE";"MUGNONE - CONFLUENZA ARNO LOC. INDIANO";"14-NOV-23";"TEMPERATURA";"16";"1676757";"4850976"
"FI";"CAMPI BISENZIO";"FOSSO REALE (2)-TORRENTE RIMAGGIO";"14-NOV-23";"TEMPERATURA";"15,5";"1672086";"4851918"
"FI";"CAPRAIA E LIMITE";"ARNO  - CAMAIONI - CAPRAIA";"14-NOV-23";"TEMPERATURA";"13,9";"1663650";"4845728"
"PT";"MARLIANA";"NIEVOLE - FORRABUIA PRESA MONTECATINI";"14-NOV-23";"TEMPERATURA";"13,3";"1643868";"4867484"
"PT";"MASSA E COZZILE";"TORRENTE BORRA";"14-NOV-23";"TEMPERATURA";"13,5";"1641222";"4863674"
"SI";"CASTIGLIONE D'ORCIA";"TORRENTE ONZOLA";"14-NOV-23";"TEMPERATURA";"14,5";"1714361";"4766930"
"SI";"MONTALCINO";"TORRENTE TUONA";"14-NOV-23";"TEMPERATURA";"12,1";"1709694";"4771816"
"SI";"SAN CASCIANO DEI BAGNI";"BACINO ELVELLA";"14-NOV-23";"TEMPERATURA";"14,4";"1732966";"4746969"
"SI";"SAN CASCIANO DEI BAGNI";"BACINO ELVELLA";"14-NOV-23";"TEMPERATURA";"14,4";"1732966";"4746969"
"FI";"EMPOLI";"TORRENTE ORME";"13-NOV-23";"TEMPERATURA";"12,9";"1657836";"4840372"
"FI";"BARBERINO TAVARNELLE";"LAGO CHIOSTRINI";"13-NOV-23";"TEMPERATURA";"14";"1676919";"4826140"
"FI";"BARBERINO TAVARNELLE";"LAGO BARBERINO DIGA MIGLIORINI";"13-NOV-23";"TEMPERATURA";"14,2";"1676336";"4824077"
"FI";"SAN CASCIANO IN VAL DI PESA";"LAGO FABBRICA 1";"13-NOV-23";"TEMPERATURA";"13,5";"1680041";"4828106"
"FI";"BARBERINO TAVARNELLE";"PESA - PRESA SAMBUCA";"13-NOV-23";"TEMPERATURA";"13,3";"1679719";"4825925"
"SI";"GAIOLE IN CHIANTI";"TORRENTE PIANA";"13-NOV-23";"TEMPERATURA";"12,3";"1695737";"4813611"
"SI";"GAIOLE IN CHIANTI";"TORRENTE PIANA";"12-NOV-23";"TEMPERATURA";"12,6";"1695737";"4813611"
"FI";"GAMBASSI TERME";"RIOPETROSO_BORGOFORTE";"07-NOV-23";"TEMPERATURA";"14,6";"1657290";"4824947"
"FI";"MONTAIONE";"TORRENTE EGOLA MONTE";"07-NOV-23";"TEMPERATURA";"13,3";"1654237";"4822037"
"GR";"GAVORRANO";"TORRENTE SOVATA";"07-NOV-23";"TEMPERATURA";"14";"1664417,66";"4752855,11"
"LI";"COLLESALVETTI";"TORA - PONTE MEDICEO";"31-OTT-23";"TEMPERATURA";"17,1";"1618525";"4827250"
"LI";"ROSIGNANO MARITTIMO";"TORRENTE SAVALANO";"31-OTT-23";"TEMPERATURA";"18,1";"1620054";"4810240"
"FI";"FUCECCHIO";"ARNO - PONTE DI FUCECCHIO";"30-OTT-23";"TEMPERATURA";"18,2";"1646005";"4842326"
"AR";"CASTELFRANCO PIANDISCO'";"FINESTRELLE";"30-OTT-23";"TEMPERATURA";"15,3";"1707714";"4833950"
"SI";"SIENA";"FIUME TRESSA";"27-OTT-23";"TEMPERATURA";"17,4";"1692970";"4792143"
"FI";"VAGLIA";"TORRENTE DEL CARLONE";"26-OTT-23";"TEMPERATURA";"17,5";"1682572";"4866968"
"FI";"SCARPERIA E SAN PIERO";"TORRENTE LEVISONE";"26-OTT-23";"TEMPERATURA";"16,7";"1687559";"4871556"
"PI";"PISA";"FOSSA CHIARA PONTE DI BISCOTTINO";"26-OTT-23";"TEMPERATURA";"18,2";"1613450";"4830540"
