PROVINCIA;COMUNE;STAZIONE;DATACAMPIONAMENTO;PARAMETRO;VALORE_NUMERICO;GEO_Y;GEO_X
BG;Villa di Serio;Villa di Serio;10.02.2016;Conducibilità elettrica a 20°C;;45.73226331;9.743434193
VA;LAVENO MOMBELLO;Laveno Mombello;06.04.2016;Conducibilità elettrica a 20°C;639;45.90494569;8.623978066
MI;Locate di Triulzi;Locate triulzi;26.04.2016;Conducibilità elettrica a 20°C;386;45.35912993;9.202830047
MI;Cuggiono;Cuggiono;09.06.2016;Temperatura acqua;22.02;45.49414741;8.774620534
BG;Arzago d'Adda;Arzago dAdda;16.06.2016;Temperatura acqua;15.9;45.4856483;9.587775605
BS;Castel Mella;Azzano Mella - Castelmella;08.03.2016;Escherichia coli;7270;45.48968673;10.13208199
CO;Carimate;Carimate;11.02.2016;Conducibilità elettrica a 20°C;428;45.70065752;9.117784205
CR;Crema;Crema;31.03.2016;Ossigeno disciolto;9.45;45.34548271;9.694962049
PV;Pavia;Pavia;03.02.2016;pH;6.2;45.18056556;9.153280587
PV;Bereguardo;Bereguardo;30.11.2016;Ossigeno disciolto;10.35;45.23467838;9.007681969
CO;LEZZENO;Lezzeno;24.02.2016;pH;8.2;45.94907401;9.206404072
LO;Somaglia;Somaglia;22.11.2016;pH;7.7;45.12957031;9.635351457
SO;Villa di Chiavenna;Villa di Chiavenna;24.05.2016;pH;8.2;46.33128613;9.501357512
BG;Castro;Castro;09.11.2016;Ossigeno disciolto;11.56;45.8019241;10.06273134
BG;Osio Sopra;Osio sopra;21.09.2016;Conducibilità elettrica a 20°C;351;45.63320642;9.563402141
PV;Pieve Porto Morone;Pieve Porto Morone;13.09.2016;Escherichia coli;600;45.10485092;9.411974539
CR;Vescovato;Vescovato;09.03.2016;Ossigeno disciolto;7.33;45.13596208;10.16578019
LC;Lecco;Lecco;13.07.2016;pH;8.6;45.87556513;9.428864706
CR;Casaletto Ceredano;Casaletto Ceredano;28.06.2016;Temperatura acqua;23.2;45.31655812;9.618473449
BG;Costa Volpino;Costa Volpino;08.09.2016;pH;7.85;45.82636852;10.10452261
MB;USMATE VELATE;Lomagna/Usmate;15.11.2016;Ossigeno disciolto;10.4;45.66239945;9.368567638
BG;Palosco;Palosco;11.04.2016;Temperatura acqua;16.2;45.58284327;9.835674785
BS;Rezzato;Rezzato;30.11.2016;pH;7.85;45.50818246;10.33296381
MN;Marcaria;Marcaria;07.11.2016;Ossigeno disciolto;8.22;45.04117454;10.65100133
VA;Ferrera di Varese;Ferrera di Varese;08.09.2016;Ossigeno disciolto;8.07;45.93653198;8.776872768
BG;Mornico al Serio;Mornico al Serio;23.06.2016;Conducibilità elettrica a 20°C;372;45.58439844;9.808678961
CR;Cremona;Cremona;22.03.2016;pH;7.8;45.12835471;9.994733459
BS;Vestone;Vestone;21.09.2016;Ossigeno disciolto;9.96;45.70196251;10.38720124
PV;Zinasco;Zinasco;15.12.2016;Escherichia coli;1000;45.12143547;9.026611015
BG;Palosco;Palosco;24.03.2016;Temperatura acqua;13.1;45.59862394;9.831677718
BG;Osio Sopra;Osio sopra;05.05.2016;Conducibilità elettrica a 20°C;;45.63320642;9.563402141
MN;Rodigo;Rodigo;03.02.2016;Temperatura acqua;10.4;45.19919384;10.67899451
LC;Vercurago;Vercurago;18.07.2016;Ossigeno disciolto;11.5;45.808031;9.41768829
BG;Vedeseta;Vedeseta;30.03.2016;Temperatura acqua;7.6;45.88605437;9.540310618
BG;Filago;Filago;22.03.2016;Ossigeno disciolto;18.19;45.63110708;9.550936465
PV;San Zenone al Po;S. Zenone Po;08.11.2016;pH;8.15;45.10888783;9.363088336
PV;Chignolo Po;Chignolo Po;14.07.2016;Escherichia coli;;45.13321436;9.515016406
BS;Capriolo;Capriolo;23.11.2016;Ossigeno disciolto;10.4;45.64785076;9.916207463
PV;Mezzana Bigli;Mezzana Bigli;13.01.2016;Conducibilità elettrica a 20°C;325.9;45.07260892;8.902980204
MN;Rodigo;Rodigo;05.10.2016;Conducibilità elettrica a 20°C;402;45.17891548;10.68253423
PV;Mezzana Bigli;Mezzana Bigli;16.06.2016;Temperatura acqua;19.5;45.07260892;8.902980204
BS;Fiesse;Fiesse;07.03.2016;Escherichia coli;630;45.23204733;10.3161738
MN;Volta Mantovana;Volta mantovana;16.06.2016;Escherichia coli;435.2;45.31067948;10.70206972
CR;Montodine;Montodine;03.11.2016;Conducibilità elettrica a 20°C;634;45.28311106;9.711247599
CR;Cappella Cantone;Cappella Cantone;18.10.2016;Ossigeno disciolto;9.19;45.23312622;9.838617725
SO;Bormio;Bormio;03.02.2016;Ossigeno disciolto;7.5;46.45874895;10.35920475
LC;Mandello del Lario;Mandello;12.07.2016;Conducibilità elettrica a 20°C;356;45.91461055;9.315178099
MN;Goito;Goito;11.05.2016;pH;7.94;45.22542344;10.67658295
MN;Sermide;Sermide;12.04.2016;Temperatura acqua;16.3;44.95056196;11.26778355
MN;Bagnolo San Vito;Bagnolo S. Vito;14.01.2016;Conducibilità elettrica a 20°C;758.9;45.10014006;10.88872109
CR;Rivarolo del Re ed Uniti;Rivarolo del Re;14.03.2016;Temperatura acqua;13.3;45.04402746;10.43434861
CO;PORLEZZA;Porlezza;01.09.2016;Ossigeno disciolto;8.32;46.02734393;9.131482789
PV;TORRE D'ISOLA;ZERBOLO';08.09.2016;Escherichia coli;100;45.22515504;9.044046822
MN;BORGO VIRGILIO;Borgo Virgilio;12.12.2016;Temperatura acqua;7.72;45.04546222;10.75575317
BS;Castel Mella;Castelmella;08.03.2016;Ossigeno disciolto;;45.49476409;10.14718594
LO;Somaglia;Somaglia;31.08.2016;Conducibilità elettrica a 20°C;370;45.12957031;9.635351457
MN;Castellucchio;Castellucchio;10.05.2016;Ossigeno disciolto;8.01;45.14714103;10.66220016
MN;Moglia;Moglia;15.03.2016;Temperatura acqua;8.1;44.96139934;10.95440339
MN;Volta Mantovana;Volta mantovana;16.11.2016;Ossigeno disciolto;11.47;45.31067948;10.70206972
CR;Piadena;Piadena;17.02.2016;Temperatura acqua;7.9;45.12550073;10.39306692
MN;Quistello;Quistello;12.12.2016;Temperatura acqua;5.62;45.04248476;11.01049127
CR;Cumignano sul Naviglio;Cumignano sul Naviglio;14.06.2016;Temperatura acqua;17.8;45.26504555;9.944334043
SO;Teglio;Teglio;25.05.2016;Temperatura acqua;12.3;46.1617636;10.09962663
SO;Tirano;Tirano;16.05.2016;Escherichia coli;1700;46.20990771;10.15036701
PV;Zinasco;Zinasco;20.07.2016;Escherichia coli;;45.12143547;9.026611015
MB;Carnate;Carnate;05.05.2016;pH;7.62;45.65466367;9.37814319
PV;Zinasco;Zinasco;14.09.2016;Ossigeno disciolto;8.19;45.12143547;9.026611015
CO;Valsolda;Valsolda;15.02.2016;Ossigeno disciolto;11.7;46.02530718;9.052895329
SO;Lovero;Lovero;14.11.2016;Conducibilità elettrica a 20°C;231;46.2365307;10.22549934
MB;Lesmo;Lesmo;05.07.2016;Conducibilità elettrica a 20°C;447;45.63505181;9.299078398
PV;Travacò Siccomario;Travacò  Siccomario;12.01.2016;pH;7.61;45.15944584;9.190502633
BS;Rovato;Rovato;07.06.2016;Conducibilità elettrica a 20°C;265;45.54377331;10.00610278
CR;Cicognolo;Cigognolo;06.09.2016;Ossigeno disciolto;8.83;45.16406522;10.20984498
PV;Borgo Priolo;Borgo Priolo;05.05.2016;Ossigeno disciolto;7.85;44.97126911;9.157922151
LC;Vercurago;Vercurago;15.11.2016;Escherichia coli;5200;45.808031;9.41768829
MN;Goito;Goito;14.09.2016;Ossigeno disciolto;8.2;45.22542344;10.67658295
BG;Ardesio;Ardesio;08.11.2016;Temperatura acqua;6.2;45.95138962;9.925548542
MI;Locate di Triulzi;Locate triulzi;16.11.2016;pH;7.58;45.35912993;9.202830047
BG;Paladina;Paladina;14.09.2016;Temperatura acqua;17.4;45.73150801;9.613102098
BG;Credaro;Credaro;21.12.2016;Conducibilità elettrica a 20°C;445;45.65067099;9.922542116
SO;Ardenno;Ardenno;03.11.2016;pH;8;46.15740322;9.64421008
BS;Gavardo;Gavardo;23.02.2016;pH;8.32;45.59145363;10.44006204
CR;Montodine;Montodine;11.10.2016;Ossigeno disciolto;9.06;45.28311106;9.711247599
BG;Villa di Serio;Villa di Serio;01.12.2016;Conducibilità elettrica a 20°C;255;45.73226331;9.743434193
VA;Varese;Varese;10.08.2016;Ossigeno disciolto;9.3;45.80576197;8.860167479
BG;Adrara San Rocco;Adrara S. Rocco;14.11.2016;Escherichia coli;4000;45.71829689;9.962459002
PV;Bressana Bottarone;Bressana Bottarone;06.09.2016;Escherichia coli;6100;45.07978335;9.12416944
MI;Rho;Rho;04.08.2016;Conducibilità elettrica a 20°C;224;45.52203114;9.051016485
SO;Teglio;Teglio;08.02.2016;pH;8.2;46.07890888;10.12313459
VA;Porto Ceresio;Porto  Ceresio;12.12.2016;Ossigeno disciolto;11.5;45.90609865;8.895231622
BG;Villa d'Ogna;Villa d Ogna;09.03.2016;pH;8.4;45.90821921;9.928609346
BS;Barghe;Barghe;06.09.2016;Escherichia coli;1553.1;45.68847396;10.40018509
SO;Valdisotto;Valdisotto;27.06.2016;Temperatura acqua;15;46.42428487;10.35509431
BS;Castrezzato;Castrezzato;06.09.2016;Conducibilità elettrica a 20°C;282;45.50752106;9.968179023
CO;COMO;Como;05.09.2016;Escherichia coli;630;45.80282546;9.107056137
MN;Goito;Goito;04.07.2016;Escherichia coli;4000;45.26100724;10.66372324
LO;Fombio;Fombio;03.08.2016;Ossigeno disciolto;7.6;45.12301134;9.686113235
PV;Zinasco;Zinasco;13.01.2016;Temperatura acqua;7.44;45.12143547;9.026611015
MB;Lesmo;Lesmo;05.07.2016;Ossigeno disciolto;8.94;45.63505181;9.299078398
VA;Cassano Magnago;Cassano Magnago;05.12.2016;pH;8.3;45.67928433;8.806454833
MI;Legnano;Legnano;09.02.2016;Conducibilità elettrica a 20°C;506;45.58927075;8.920712912
MN;Canneto sull'Oglio;Canneto SullOglio;03.05.2016;Ossigeno disciolto;;45.15644252;10.41260642
SO;Lovero;Lovero;01.12.2016;Ossigeno disciolto;11.5;46.2365307;10.22549934
BS;Pralboino;Pralboino;17.11.2016;pH;8.23;45.26839626;10.20946157
SO;Valdidentro;Valdidentro;01.02.2016;Escherichia coli;14;46.48313414;10.26611458
BS;Sarezzo;Sarezzo;21.06.2016;pH;8.5;45.64680034;10.20210762
LO;Crespiatica;Crespiatica;21.04.2016;Temperatura acqua;17.39;45.34170192;9.5621899
PV;Pieve Porto Morone;Pieve Porto Morone;13.09.2016;Temperatura acqua;19.73;45.10485092;9.411974539
LC;Valmadrera;Valmadrera;08.06.2016;Conducibilità elettrica a 20°C;316;45.8504889;9.367247722
CR;Montodine;Montodine;07.09.2016;Temperatura acqua;18.7;45.28311106;9.711247599
MI;Vizzolo Predabissi;Vizzolo Predabissi;25.10.2016;pH;7.52;45.36827554;9.335963042
VA;Lonate Pozzolo;Lonate Pozzolo;10.10.2016;Escherichia coli;360;45.58952943;8.704542828
CR;San Daniele Po;San Daniele Po;12.07.2016;Ossigeno disciolto;4.66;45.05386669;10.17601399
BS;Pralboino;Pralboino;21.12.2016;Conducibilità elettrica a 20°C;698;45.26839626;10.20946157
CR;Casaletto Ceredano;Casaletto Ceredano;30.03.2016;Conducibilità elettrica a 20°C;626;45.31655812;9.618473449
BS;Angolo Terme;Angolo Terme;22.09.2016;Temperatura acqua;12.9;45.89669272;10.14431809
SO;Lovero;Lovero;11.05.2016;Temperatura acqua;11.4;46.2365307;10.22549934
SO;VALDIDENTRO;Valdidentro;20.09.2016;Conducibilità elettrica a 20°C;193;46.48229357;10.33152062
LO;Orio Litta;Orio Litta;24.03.2016;pH;7.7;45.16557812;9.532104418
CR;Vescovato;Vescovato;19.01.2016;Ossigeno disciolto;5.51;45.13596208;10.16578019
SO;Teglio;Teglio;08.02.2016;Conducibilità elettrica a 20°C;73;46.1617636;10.09962663
MI;Legnano;Legnano;11.05.2016;Temperatura acqua;16.93;45.58927075;8.920712912
VA;Varese;Varese;14.06.2016;Conducibilità elettrica a 20°C;443;45.81982826;8.851945308
LO;Crespiatica;Crespiatica;27.07.2016;Temperatura acqua;21.01;45.34170192;9.5621899
BG;Treviglio;Treviglio;10.05.2016;Conducibilità elettrica a 20°C;;45.53999258;9.574380911
LO;Santo Stefano Lodigiano;S. Stefano Lodigiano;30.11.2016;Conducibilità elettrica a 20°C;390;45.10578654;9.736683697
VA;Sesto Calende;Sesto Calende;07.09.2016;Ossigeno disciolto;8.23;45.72469289;8.626972712
MB;Lesmo;Lesmo;23.11.2016;Conducibilità elettrica a 20°C;314;45.63505181;9.299078398
BS;Pralboino;Pralboino;20.07.2016;Temperatura acqua;19;45.26839626;10.20946157
SO;Berbenno di Valtellina;Berbenno;06.06.2016;Conducibilità elettrica a 20°C;141;46.1592963;9.743080004
LC;Costa Masnaga;Costamasnaga;08.06.2016;Temperatura acqua;16.4;45.77317651;9.262299665
BS;Gottolengo;Gottolengo;05.04.2016;Ossigeno disciolto;;45.320246;10.28509046
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;17.05.2016;Ossigeno disciolto;8.96;45.13385186;9.843035618
VA;Cazzago Brabbia;Cazzago Brabbia;09.06.2016;Ossigeno disciolto;3;45.79802582;8.716571343
MI;Casarile;Casarile;07.04.2016;pH;8.05;45.31478577;9.107332194
CR;Sergnano;Sergnano;25.01.2016;Temperatura acqua;9;45.42980434;9.709841805
BG;Valbrembo;Valbrembo;15.03.2016;pH;8.5;45.71247094;9.60479919
MI;Vizzolo Predabissi;Vizzolo Predabissi;23.03.2016;Conducibilità elettrica a 20°C;470;45.36827554;9.335963042
BS;Bagolino;Bagolino;16.03.2016;pH;8.12;45.825293;10.53052532
BG;Canonica d'Adda;Canonica dAdda;17.03.2016;Ossigeno disciolto;11.86;45.58969655;9.552325217
VA;Varese;Varese;05.05.2016;Temperatura acqua;13;45.81982826;8.851945308
VA;Ferrera di Varese;Ferrera di Varese;05.07.2016;pH;7.8;45.93653198;8.776872768
CR;Gerre de' Caprioli;Gerre de' Caprioli;22.03.2016;Escherichia coli;5000;45.1056343;10.03584157
PV;ZERBOLò;TORRE D'ISOLA;30.11.2016;pH;7.6;45.25322067;8.981495619
LC;Mandello del Lario;Mandello;18.02.2016;Conducibilità elettrica a 20°C;414;45.91461055;9.315178099
CR;Castelvisconti;Castelvisconti;12.05.2016;Temperatura acqua;16.2;45.31860075;9.949348223
MN;Viadana;Viadana;05.04.2016;Conducibilità elettrica a 20°C;860.8;45.02236158;10.63218297
MI;PADERNO DUGNANO;Paderno Dugnano;15.12.2016;Conducibilità elettrica a 20°C;696;45.53817049;9.182187817
PV;Pieve Porto Morone;Pieve Porto Morone;21.06.2016;Escherichia coli;300;45.10485092;9.411974539
SO;Berbenno di Valtellina;Berbenno;18.05.2016;Conducibilità elettrica a 20°C;249;46.16584882;9.743012791
MI;Baranzate;Baranzate;24.11.2016;Conducibilità elettrica a 20°C;197;45.53085857;9.103298865
SO;Teglio;Teglio;08.02.2016;Temperatura acqua;3.2;46.07890888;10.12313459
BS;Berzo Inferiore;Berzo Inferiore;09.11.2016;Escherichia coli;3255;45.926243;10.28228649
CO;Gera Lario;Gera Lario;26.09.2016;Conducibilità elettrica a 20°C;258;46.14975406;9.4128793
BG;Vedeseta;Vedeseta;24.11.2016;Escherichia coli;20;45.88605437;9.540310618
BG;San Giovanni Bianco;S. Giovanni Bianco;08.02.2016;Temperatura acqua;6.5;45.87442684;9.653147796
SO;Valdisotto;Valdisotto;01.12.2016;Temperatura acqua;4.7;46.42428487;10.35509431
BS;Gussago;Gussago;09.03.2016;Conducibilità elettrica a 20°C;597;45.55344624;10.14517414
MN;Roncoferraro;Roncoferraro;20.01.2016;Conducibilità elettrica a 20°C;508.3;45.12130166;11.0197439
MB;USMATE VELATE;Lomagna/Usmate;05.04.2016;Temperatura acqua;14;45.66239945;9.368567638
LO;Casalpusterlengo;Casalpusterlengo;31.08.2016;Conducibilità elettrica a 20°C;275;45.17708978;9.649701652
LO;Casalpusterlengo;Casalpusterlengo;07.01.2016;pH;7.77;45.17708978;9.649701652
MN;Viadana;Viadana;12.05.2016;Ossigeno disciolto;5.72;45.02236158;10.63218297
LO;Casalpusterlengo;Casalpusterlengo;02.02.2016;pH;8.22;45.17708978;9.649701652
MN;Moglia;Moglia;24.08.2016;Ossigeno disciolto;7.7;44.96139934;10.95440339
MN;Sabbioneta;Sabbioneta;05.04.2016;Ossigeno disciolto;8.61;44.9838967;10.50310913
PV;Pavia;Pavia;03.02.2016;Conducibilità elettrica a 20°C;252.9;45.18056556;9.153280587
CR;Cappella Cantone;Cappella Cantone;15.06.2016;Conducibilità elettrica a 20°C;297;45.23312622;9.838617725
MI;Abbiategrasso;Abbiategrasso;10.02.2016;Temperatura acqua;9.71;45.36518553;8.860280722
SO;Valdisotto;Valdisotto;03.08.2016;Ossigeno disciolto;12.1;46.42428487;10.35509431
MN;Redondesco;Redondesco;12.10.2016;Ossigeno disciolto;12.8;45.14751256;10.52597812
CR;Isola Dovarese;Isola Dovarese;19.01.2016;Ossigeno disciolto;9.35;45.17888542;10.30351456
LO;Boffalora d'Adda;Boffalora;26.05.2016;Ossigeno disciolto;7.14;45.36422162;9.486066727
BG;Palosco;Palosco;24.03.2016;Temperatura acqua;10.7;45.58684179;9.845169363
VA;Lonate Pozzolo;Lonate Pozzolo;05.12.2016;Conducibilità elettrica a 20°C;238;45.58952943;8.704542828
CR;Cicognolo;Cigognolo;12.10.2016;Conducibilità elettrica a 20°C;324;45.16406522;10.20984498
PV;Voghera;Voghera;27.09.2016;Ossigeno disciolto;9.51;44.95976439;9.016392961
BG;Mornico al Serio;Mornico al Serio;13.04.2016;Conducibilità elettrica a 20°C;;45.58439844;9.808678961
PV;Chignolo Po;Chignolo Po;20.01.2016;Conducibilità elettrica a 20°C;734.4;45.13321436;9.515016406
BG;Bergamo;Bergamo;16.03.2016;Ossigeno disciolto;11.59;45.6798208;9.680719424
CO;Como;Como;01.12.2016;Ossigeno disciolto;10.7;45.81351622;9.074313541
MN;BORGO VIRGILIO;Borgo Virgilio;11.05.2016;Conducibilità elettrica a 20°C;656;45.05611677;10.74069972
LO;Orio Litta;Orio Litta;28.07.2016;Temperatura acqua;23.76;45.16557812;9.532104418
BG;Valbrembo;Valbrembo;13.06.2016;Ossigeno disciolto;10.27;45.71247094;9.60479919
BS;Gavardo;Gavardo;18.05.2016;Temperatura acqua;13.2;45.59145363;10.44006204
CR;Cremona;Cremona;08.03.2016;Escherichia coli;2500;45.1591876;10.01389685
PV;Borgo Priolo;Borgo Priolo;14.01.2016;Temperatura acqua;3.96;44.97126911;9.157922151
MI;Rho;Rho;12.04.2016;pH;8.09;45.5262084;9.019838765
BS;Gottolengo;Gottolengo;01.03.2016;Escherichia coli;3130;45.320246;10.28509046
LO;Crespiatica;Crespiatica;21.09.2016;Conducibilità elettrica a 20°C;283;45.34170192;9.5621899
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;10.03.2016;Ossigeno disciolto;8.21;45.11559165;9.868930411
BG;Ponte Nossa;Ponte Nossa;16.03.2016;Temperatura acqua;8.6;45.85847449;9.879471871
MN;BORGO VIRGILIO;Borgo Virgilio;11.05.2016;Temperatura acqua;17.4;45.04546222;10.75575317
PV;Spessa;Arena Po;11.02.2016;pH;7.49;45.10434652;9.347170943
CR;Pizzighettone;Pizzighettone;11.05.2016;Conducibilità elettrica a 20°C;381;45.1815935;9.781335134
CR;Rivarolo del Re ed Uniti;Rivarolo del Re;12.12.2016;Ossigeno disciolto;9.27;45.04402746;10.43434861
CO;Gera Lario;Gera Lario;03.03.2016;pH;8.3;46.14975406;9.4128793
MN;Borgoforte;Borgoforte;06.04.2016;pH;7.98;45.04546222;10.75575317
MN;Castellucchio;Castellucchio;01.03.2016;Conducibilità elettrica a 20°C;600.1;45.14714103;10.66220016
MI;Abbiategrasso;Abbiategrasso;09.03.2016;Ossigeno disciolto;11.2;45.38694025;8.859205589
MI;Trezzo sull'Adda;Trezzo dAdda;21.07.2016;Temperatura acqua;23.84;45.60216987;9.529956696
LO;Castiraga Vidardo;Castiraga Vidardo;18.02.2016;Escherichia coli;;45.25707816;9.394866059
BG;Osio Sopra;Osio sopra;22.03.2016;Ossigeno disciolto;14.33;45.63320642;9.563402141
MI;Casarile;Casarile;16.08.2016;Conducibilità elettrica a 20°C;155;45.31478577;9.107332194
LC;Premana;Premana;14.12.2016;Conducibilità elettrica a 20°C;63;46.05110056;9.413510933
CR;Rivarolo del Re ed Uniti;Rivarolo del Re;16.11.2016;pH;;45.04402746;10.43434861
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;14.06.2016;Ossigeno disciolto;6.01;45.13385186;9.843035618
MI;Locate di Triulzi;Locate triulzi;25.05.2016;Temperatura acqua;21.06;45.35912993;9.202830047
MN;Castel Goffredo;Castelgoffredo;23.08.2016;Temperatura acqua;21.4;45.33091486;10.47340865
SO;Valdidentro;Valdidentro;09.05.2016;Temperatura acqua;6.4;46.48313414;10.26611458
MI;Truccazzano;Trucazzano;17.08.2016;Ossigeno disciolto;7.54;45.46825292;9.443553627
BG;Albino;Albino;07.03.2016;Temperatura acqua;9.1;45.76228151;9.815717064
CR;Crema;Crema;22.11.2016;Temperatura acqua;12.7;45.34548271;9.694962049
MI;San Donato Milanese;S. Donato Milanese;26.04.2016;Conducibilità elettrica a 20°C;658;45.40837714;9.269981843
BG;Trescore Balneario;Trescore Balneario;23.03.2016;pH;8.2;45.6897663;9.848695289
BS;Temù;Temù;09.06.2016;Temperatura acqua;9;46.24488574;10.46788162
VA;LAVENO MOMBELLO;Laveno Mombello;04.02.2016;Conducibilità elettrica a 20°C;879;45.90494569;8.623978066
BS;Pozzolengo;Pozzolengo;14.01.2016;Ossigeno disciolto;;45.39232276;10.61251688
MN;Ponti sul Mincio;Ponti sul Mincio;06.07.2016;Conducibilità elettrica a 20°C;722;45.39498245;10.70507601
MI;San Donato Milanese;S. Donato Milanese;14.12.2016;Ossigeno disciolto;8.87;45.40837714;9.269981843
BS;Pralboino;Pralboino;21.12.2016;Ossigeno disciolto;10.45;45.26839626;10.20946157
MN;San Benedetto Po;S. Benedetto Po;12.10.2016;pH;7.65;45.04881533;10.99082749
BS;Rezzato;Rezzato;14.06.2016;Escherichia coli;24196;45.50818246;10.33296381
CR;Stagno Lombardo;Stagno Lombardo;16.11.2016;Ossigeno disciolto;;45.05292141;10.06451635
PV;Travacò Siccomario;Travacò  Siccomario;21.12.2016;Escherichia coli;4700;45.15944584;9.190502633
BG;Trescore Balneario;Trescore Balneario;21.06.2016;Temperatura acqua;18.4;45.6897663;9.848695289
BS;Fiesse;Fiesse;07.03.2016;Ossigeno disciolto;9.88;45.23204733;10.3161738
LC;Dervio;Dervio;08.11.2016;Escherichia coli;100;46.07275515;9.298443762
MI;Rho;Rho;11.05.2016;Conducibilità elettrica a 20°C;425;45.5262084;9.019838765
BG;Trescore Balneario;Trescore Balneario;23.03.2016;Ossigeno disciolto;10.94;45.70628523;9.82993221
CR;Gussola;Gussola;17.02.2016;Temperatura acqua;7.3;44.98302227;10.35012571
BS;Lodrino;Lodrino;21.06.2016;Temperatura acqua;15;45.71221222;10.25092783
CR;Isola Dovarese;Isola Dovarese;19.10.2016;pH;7.58;45.17888542;10.30351456
BS;Pertica Bassa;Pertica Bassa;06.09.2016;Ossigeno disciolto;9.5;45.74453489;10.37909049
CR;Corte de' Frati;Corte  de Frati;07.11.2016;Conducibilità elettrica a 20°C;310;45.20802867;10.10960784
LO;Casalpusterlengo;Casalpusterlengo;07.01.2016;Escherichia coli;;45.17708978;9.649701652
SO;Bormio;Bormio;04.04.2016;Ossigeno disciolto;8.4;46.45874895;10.35920475
BG;San Giovanni Bianco;S. Giovanni Bianco;24.11.2016;Temperatura acqua;8.8;45.87442684;9.653147796
CO;Porlezza;Porlezza;16.11.2016;Conducibilità elettrica a 20°C;288.1;46.03462682;9.121872746
LC;Cortenova;Cortenova;04.08.2016;pH;8.7;46.01061833;9.37153869
BG;Treviglio;Treviglio;18.07.2016;Conducibilità elettrica a 20°C;;45.53999258;9.574380911
PV;Voghera;Voghera;09.05.2016;pH;8.12;44.95976439;9.016392961
CR;Isola Dovarese;Isola Dovarese;21.06.2016;Escherichia coli;740;45.17888542;10.30351456
MB;Lentate sul Seveso;Lentate sul Seveso;03.02.2016;Escherichia coli;;45.67082319;9.131522449
MI;Vizzolo Predabissi;Vizzolo Predabissi;30.08.2016;Conducibilità elettrica a 20°C;440;45.36827554;9.335963042
BS;Cazzago San Martino;Cazzago S. Martino;02.03.2016;Temperatura acqua;9.3;45.53262149;10.04315858
CO;Gera Lario;Gera Lario;24.05.2016;Ossigeno disciolto;11.6;46.14975406;9.4128793
BG;Palosco;Palosco;16.02.2016;Ossigeno disciolto;11.15;45.58284327;9.835674785
LC;OLGINATE;Calolziocorte/Olginate;10.05.2016;Conducibilità elettrica a 20°C;137;45.80368759;9.41416831
BG;San Giovanni Bianco;S. Giovanni Bianco;28.09.2016;Escherichia coli;1100;45.87442684;9.653147796
MN;Ponti sul Mincio;Ponti sul Mincio;24.08.2016;Ossigeno disciolto;;45.39498245;10.70507601
BS;Tremosine;Tremosine;31.03.2016;Escherichia coli;1;45.75434988;10.74859078
BS;Collio;Collio;07.11.2016;Temperatura acqua;6.5;45.80887516;10.35698454
MI;Parabiago;Parabiago;13.12.2016;Conducibilità elettrica a 20°C;112;45.55979595;8.962473633
BS;Vione;Vione;22.03.2016;Escherichia coli;;46.24297908;10.43663399
BG;Treviglio;Treviglio;16.06.2016;Conducibilità elettrica a 20°C;267;45.53999258;9.574380911
BG;San Pellegrino Terme;S. Pellegrino Terme;13.09.2016;Temperatura acqua;14.7;45.84307092;9.66893063
VA;Cazzago Brabbia;Cazzago Brabbia;04.08.2016;Temperatura acqua;25.4;45.79802582;8.716571343
CR;Pizzighettone;Pizzighettone;23.02.2016;pH;8.2;45.20654984;9.811291315
CR;Cumignano sul Naviglio;Cumignano sul Naviglio;13.09.2016;Conducibilità elettrica a 20°C;373;45.26504555;9.944334043
BG;Valbrembo;Valbrembo;13.06.2016;Escherichia coli;920;45.71247094;9.60479919
MN;Castellucchio;Castellucchio;04.07.2016;Temperatura acqua;24.2;45.14714103;10.66220016
VA;Cazzago Brabbia;Cazzago Brabbia;03.03.2016;Conducibilità elettrica a 20°C;213;45.79802582;8.716571343
MI;Lainate;Lainate;06.09.2016;pH;7.69;45.55034016;9.020577872
VA;LAVENO MOMBELLO;Laveno Mombello;23.11.2016;pH;8.5;45.90494569;8.623978066
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;06.10.2016;pH;8.27;45.13385186;9.843035618
BS;Toscolano - Maderno;Toscolano Maderno;14.11.2016;Temperatura acqua;8.1;45.65797043;10.61036285
SO;Villa di Chiavenna;Villa di Chiavenna;31.08.2016;Conducibilità elettrica a 20°C;108;46.33128613;9.501357512
BG;Albino;Albino;06.06.2016;pH;8.4;45.75718089;9.798798354
BG;Valnegra;Valnegra;13.09.2016;Temperatura acqua;15.5;45.94948173;9.692930758
CO;Porlezza;Porlezza;16.11.2016;Ossigeno disciolto;12.1;46.03462682;9.121872746
BG;Castro;Castro;08.06.2016;pH;8.3;45.8019241;10.06273134
LC;Varenna;Perledo;06.09.2016;Conducibilità elettrica a 20°C;474;46.01469797;9.283041999
PV;Stradella;Stradella;04.02.2016;pH;7.78;45.07547411;9.307866342
CR;Spinadesco;Spinadesco;16.06.2016;Ossigeno disciolto;7.97;45.13685148;9.955404374
BS;Capriolo;Capriolo;23.11.2016;Conducibilità elettrica a 20°C;283;45.64785076;9.916207463
