PROVINCIA;COMUNE;STAZIONE;DATACAMPIONAMENTO;PARAMETRO;VALORE_NUMERICO;GEO_Y;GEO_X
SO;Villa di Tirano;Villa di Tirano;01.12.2016;pH;8.4;46.18771161;10.12897716
BG;Mornico al Serio;Mornico al Serio;23.06.2016;Temperatura acqua;18.8;45.58439844;9.808678961
MN;Bozzolo;Bozzolo/Calvatone;22.06.2016;pH;7;45.12494191;10.45519431
CR;Sergnano;Sergnano;04.07.2016;Ossigeno disciolto;8.11;45.42980434;9.709841805
LC;OLGINATE;Calolziocorte/Olginate;15.12.2016;Conducibilità elettrica a 20°C;132;45.80368759;9.41416831
BG;Adrara San Rocco;Adrara S. Rocco;22.09.2016;Conducibilità elettrica a 20°C;464;45.71829689;9.962459002
BG;Seriate;Seriate;06.10.2016;Temperatura acqua;13.3;45.67955117;9.724501967
LC;Valmadrera;Valmadrera;13.01.2016;Temperatura acqua;7.2;45.8504889;9.367247722
PV;Bereguardo;Bereguardo;06.04.2016;Ossigeno disciolto;10.44;45.23467838;9.007681969
MI;Legnano;Legnano;04.10.2016;pH;8.13;45.58927075;8.920712912
PV;Cervesina;Cervesina;13.12.2016;Conducibilità elettrica a 20°C;1082;45.06301792;9.014264402
CR;Pizzighettone;Pizzighettone;23.02.2016;Conducibilità elettrica a 20°C;658;45.20654984;9.811291315
BS;Berzo Inferiore;Berzo Inferiore;28.06.2016;Temperatura acqua;12;45.926243;10.28228649
BG;Villa di Serio;Villa di Serio;25.01.2016;Ossigeno disciolto;12.62;45.73226331;9.743434193
LC;Lomagna;Lomagna;22.02.2016;Ossigeno disciolto;11.4;45.67000729;9.367860745
BS;Rudiano;Rudiano;02.02.2016;Temperatura acqua;;45.48277549;9.911517366
PV;Voghera;Voghera;09.05.2016;Conducibilità elettrica a 20°C;521.4;44.95976439;9.016392961
MI;Peschiera Borromeo;Peschiera Borromeo;26.07.2016;pH;7.6;45.44448215;9.266649819
MI;Rho;Rho;08.03.2016;Escherichia coli;10462;45.5262084;9.019838765
SO;Samolaco;Samolaco;05.12.2016;pH;7.9;46.24016414;9.408435702
PV;Borgo Priolo;Borgo Priolo;04.02.2016;Ossigeno disciolto;11.11;44.97126911;9.157922151
CR;Pizzighettone;Pizzighettone;07.09.2016;pH;8.03;45.20654984;9.811291315
BS;Rovato;Rovato;07.06.2016;Escherichia coli;5475;45.54377331;10.00610278
VA;Porto Ceresio;Porto  Ceresio;11.10.2016;Temperatura acqua;11.9;45.90609865;8.895231622
MI;Milano;Milano;29.06.2016;Conducibilità elettrica a 20°C;213;45.45041044;9.168015102
MN;Mantova;Mantova;11.08.2016;Ossigeno disciolto;8.2;45.12698879;10.84319471
MI;Baranzate;Baranzate;06.09.2016;Ossigeno disciolto;6.28;45.52924961;9.122276961
CO;Fino Mornasco;Fino Mornasco;11.02.2016;pH;7.9;45.753754;9.057273866
LC;Lecco;Lecco;12.10.2016;Temperatura acqua;10;45.87556513;9.428864706
MB;Briosco;Briosco;23.11.2016;Escherichia coli;24196;45.72303107;9.239228845
LO;Somaglia;Somaglia;16.06.2016;pH;7.76;45.12957031;9.635351457
SO;Faedo Valtellino;Faedo;25.05.2016;Ossigeno disciolto;10.4;46.16236937;9.907619768
PV;TORRE D'ISOLA;ZERBOLO';13.06.2016;Ossigeno disciolto;6.87;45.22515504;9.044046822
LC;Lecco;Lecco;12.12.2016;Ossigeno disciolto;12.5;45.85266511;9.397363338
PV;Ottobiano;Ottobiano;02.02.2016;Conducibilità elettrica a 20°C;356.2;45.14958112;8.831463076
PV;Pieve Albignola;Pieve Albignola;15.03.2016;Conducibilità elettrica a 20°C;617.6;45.08636505;8.970125978
BG;Treviglio;Treviglio;28.04.2016;Ossigeno disciolto;10.59;45.53999258;9.574380911
CR;Genivolta;Genivolta;06.07.2016;Ossigeno disciolto;7.85;45.33429464;9.851489737
PV;Santa Margherita di Staffora;S. Margherita di Staffora;27.09.2016;Ossigeno disciolto;7.9;44.76444233;9.240927163
BG;Canonica d'Adda;Canonica dAdda;10.05.2016;Conducibilità elettrica a 20°C;312;45.58969655;9.552325217
BG;Filago;Filago;26.01.2016;Temperatura acqua;9;45.63110708;9.550936465
CR;Sergnano;Sergnano;11.10.2016;pH;7.9;45.42980434;9.709841805
PV;Cervesina;Cervesina;19.01.2016;Temperatura acqua;3.63;45.06301792;9.014264402
SO;Valdisotto;Valdisotto;03.10.2016;pH;8.7;46.42428487;10.35509431
SO;Berbenno di Valtellina;Berbenno;03.11.2016;Conducibilità elettrica a 20°C;133;46.16584882;9.743012791
CO;Merone;Merone;08.02.2016;Conducibilità elettrica a 20°C;484;45.76912147;9.244210911
CR;Cicognolo;Cigognolo;08.06.2016;Ossigeno disciolto;9.51;45.16406522;10.20984498
CR;Crema;Crema;28.09.2016;Conducibilità elettrica a 20°C;626;45.37134103;9.696824055
PV;Bornasco;Pontelungo/Lardirago;06.10.2016;Ossigeno disciolto;7.45;45.27445039;9.226293022
BG;Trescore Balneario;Trescore Balneario;15.02.2016;pH;;45.70628523;9.82993221
VA;Golasecca;Golasecca;03.02.2016;Temperatura acqua;8;45.70554447;8.654411314
BG;Seriate;Seriate;27.09.2016;pH;8.22;45.67955117;9.724501967
BG;Bonate Sotto;Bonate Sotto;20.06.2016;Escherichia coli;1120;45.6682706;9.571200383
MI;Milano;Milano;13.12.2016;Ossigeno disciolto;11.89;45.51116414;9.254112095
CO;Vertemate con Minoprio;Vertemate;06.09.2016;Temperatura acqua;19.1;45.7338641;9.083743097
BG;Nembro;Nembro;02.11.2016;Escherichia coli;1400;45.75010831;9.780312514
BS;Cazzago San Martino;Cazzago S. Martino;21.11.2016;Conducibilità elettrica a 20°C;297;45.53262149;10.04315858
LC;Vercurago;Vercurago;09.02.2016;pH;7.9;45.808031;9.41768829
LO;Somaglia;Somaglia;31.08.2016;Escherichia coli;2419.6;45.12957031;9.635351457
CR;Pizzighettone;Pizzighettone;25.01.2016;Ossigeno disciolto;11.24;45.1815935;9.781335134
BS;Malegno;Malegno;20.06.2016;Conducibilità elettrica a 20°C;306;45.95164539;10.2777575
LO;Sant'Angelo Lodigiano;Sant.Angelo Lodigiano;17.08.2016;pH;7.83;45.24315479;9.41462148
CR;Cremona;Cremona;07.09.2016;Escherichia coli;170;45.12835471;9.994733459
BS;Chiari;Chiari;23.11.2016;Escherichia coli;908;45.52498336;9.909037683
LC;Bellano;Bellano;12.09.2016;Ossigeno disciolto;9.5;46.04200977;9.298703771
MI;Legnano;Legnano;04.08.2016;pH;8.22;45.58927075;8.920712912
PV;Bressana Bottarone;Bressana Bottarone;12.07.2016;Temperatura acqua;25.7;45.07978335;9.12416944
MN;Ponti sul Mincio;Ponti sul Mincio;27.09.2016;pH;;45.39498245;10.70507601
MI;Truccazzano;Trucazzano;21.07.2016;pH;7.63;45.46825292;9.443553627
LC;Varenna;Perledo;08.11.2016;Temperatura acqua;7.2;46.01469797;9.283041999
BG;Mornico al Serio;Mornico al Serio;19.10.2016;Temperatura acqua;12.95;45.58439844;9.808678961
PV;Zavattarello;Zavattarello;07.06.2016;Ossigeno disciolto;9.21;44.87896077;9.269644894
CR;Castelvisconti;Castelvisconti;03.08.2016;pH;7.56;45.31860075;9.949348223
PV;Bornasco;Pontelungo/Lardirago;06.10.2016;Escherichia coli;;45.27445039;9.226293022
SO;TIRANO;Tirano;04.04.2016;Ossigeno disciolto;9.36;46.2163726;10.17292022
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;14.09.2016;Temperatura acqua;23.42;45.23473967;9.481811677
PV;Mezzana Bigli;Mezzana Bigli;20.09.2016;Escherichia coli;500;45.07260892;8.902980204
MN;San Benedetto Po;S. Benedetto Po;14.01.2016;Ossigeno disciolto;14;45.04281432;10.99374269
LC;Mandello del Lario;Mandello;04.08.2016;pH;9;45.91461055;9.315178099
BG;Zogno;Zogno;05.12.2016;Temperatura acqua;7.5;45.80789456;9.681507291
SO;Prata Camportaccio;Prata Camportaccio;16.02.2016;Escherichia coli;1;46.75335549;9.40340591
CR;Sergnano;Sergnano;01.03.2016;Conducibilità elettrica a 20°C;439;45.42980434;9.709841805
MN;BORGO VIRGILIO;Borgo Virgilio;12.12.2016;Ossigeno disciolto;9.06;45.05611677;10.74069972
MN;Mantova;Mantova;11.08.2016;pH;7.73;45.12698879;10.84319471
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;21.01.2016;Ossigeno disciolto;11.88;45.23473967;9.481811677
CO;Domaso;Domaso;16.05.2016;Conducibilità elettrica a 20°C;87;46.15444601;9.329034028
BS;Capriolo;Capriolo;03.02.2016;Ossigeno disciolto;;45.64785076;9.916207463
BS;Pisogne;Pisogne;22.11.2016;Conducibilità elettrica a 20°C;141;45.81030494;10.10798848
SO;Villa di Tirano;Villa di Tirano;03.10.2016;Ossigeno disciolto;11.4;46.18771161;10.12897716
CR;Vescovato;Vescovato;19.01.2016;Temperatura acqua;3.9;45.13596208;10.16578019
LC;Lecco;Lecco;10.10.2016;pH;8.5;45.87648791;9.428828766
PV;Varzi;Varzi;27.09.2016;Escherichia coli;100;44.82426098;9.16131354
LC;Cortenova;Cortenova;22.06.2016;Temperatura acqua;12.9;46.01061833;9.37153869
MN;Moglia;Moglia;10.05.2016;pH;7.98;44.96139934;10.95440339
CR;Isola Dovarese;Isola Dovarese;19.01.2016;pH;7.9;45.17888542;10.30351456
PV;Pavia;Pavia;21.12.2016;Conducibilità elettrica a 20°C;222.3;45.18056556;9.153280587
BG;Credaro;Credaro;19.07.2016;Temperatura acqua;21.5;45.65067099;9.922542116
LC;Lecco;Lecco;06.09.2016;Escherichia coli;7;45.87556513;9.428864706
LC;Costa Masnaga;Costamasnaga;07.09.2016;Temperatura acqua;19;45.77317651;9.262299665
LO;Lodi Vecchio;Lodi Vecchio;25.08.2016;pH;7.8;45.30149452;9.410275883
MI;PERO;Pero;12.07.2016;Conducibilità elettrica a 20°C;1081;45.51574337;9.070994153
CR;Casaletto di Sopra;Casaletto di Sopra;14.06.2016;Temperatura acqua;17.4;45.41293371;9.803933929
LC;Mandello del Lario;Mandello;20.06.2016;Escherichia coli;1500;45.91461055;9.315178099
MN;Roncoferraro;Roncoferraro;20.04.2016;Ossigeno disciolto;8.3;45.11303257;10.90376618
CR;Gerre de' Caprioli;Gerre de' Caprioli;15.11.2016;pH;7.8;45.1056343;10.03584157
MI;Legnano;Legnano;06.09.2016;Escherichia coli;12997;45.58927075;8.920712912
BG;Seriate;Seriate;25.01.2016;Temperatura acqua;3.4;45.67955117;9.724501967
MI;Abbiategrasso;Abbiategrasso;09.06.2016;Ossigeno disciolto;7.59;45.38694025;8.859205589
MI;Vizzolo Predabissi;Vizzolo Predabissi;25.10.2016;Temperatura acqua;15.86;45.36827554;9.335963042
MI;San Giuliano Milanese;S. Giuliano Milanese;20.09.2016;Escherichia coli;4611;45.36542906;9.317839419
SO;Berbenno di Valtellina;Berbenno;06.04.2016;Conducibilità elettrica a 20°C;171;46.1592963;9.743080004
CO;Valsolda;Valsolda;15.02.2016;Escherichia coli;12;46.02530718;9.052895329
BG;Arzago d'Adda;Arzago dAdda;20.09.2016;Ossigeno disciolto;9.28;45.4856483;9.587775605
CR;GABBIONETA BINANUOVA;Gabbioneta Binanuova;07.11.2016;Ossigeno disciolto;;45.24028145;10.17445054
BG;Palosco;Palosco;23.06.2016;Temperatura acqua;21.7;45.58684179;9.845169363
CO;Dongo;Dongo;04.10.2016;Ossigeno disciolto;10.2;46.12594548;9.280933126
BS;Angolo Terme;Angolo Terme;30.03.2016;Escherichia coli;1081;45.89669272;10.14431809
VA;Cassano Magnago;Cassano Magnago;13.01.2016;pH;7;45.67928433;8.806454833
BS;Rovato;Rovato;07.06.2016;pH;7.9;45.54377331;10.00610278
BG;Bonate Sotto;Bonate Sotto;21.09.2016;Conducibilità elettrica a 20°C;361;45.6682706;9.571200383
BG;Ardesio;Ardesio;07.09.2016;Temperatura acqua;12.6;45.94714101;9.923582351
MN;Gazzuolo;Gazzuolo;09.06.2016;Conducibilità elettrica a 20°C;611.4;45.04432064;10.59433446
LO;Sant'Angelo Lodigiano;Sant.Angelo Lodigiano;10.11.2016;pH;7.66;45.24315479;9.41462148
LC;Premana;Premana;12.07.2016;Conducibilità elettrica a 20°C;98;46.05110056;9.413510933
BS;Bovezzo;Bovezzo;12.09.2016;Conducibilità elettrica a 20°C;566;45.58404197;10.24616958
MN;Viadana;Viadana;06.12.2016;pH;8.1;44.9121599;10.53632845
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;14.09.2016;pH;7.66;45.23473967;9.481811677
MN;Mantova;Mantova;18.10.2016;Ossigeno disciolto;9.04;45.12698879;10.84319471
VA;Porto Ceresio;Porto  Ceresio;10.08.2016;pH;8.2;45.90609865;8.895231622
VA;Ferrera di Varese;Ferrera di Varese;11.08.2016;Temperatura acqua;20.1;45.93653198;8.776872768
MN;Acquanegra sul Chiese;Acquanegra sul Chiese;04.07.2016;Conducibilità elettrica a 20°C;379;45.14854096;10.49585849
LO;Lodi Vecchio;Lodi Vecchio;31.05.2016;Ossigeno disciolto;7.6;45.30149452;9.410275883
BG;Villa d'Ogna;Villa d Ogna;07.09.2016;Conducibilità elettrica a 20°C;632;45.90821921;9.928609346
LO;Lodi Vecchio;Lodi Vecchio;22.09.2016;Ossigeno disciolto;8.24;45.30149452;9.410275883
BS;Gianico;Gianico;09.11.2016;Ossigeno disciolto;;45.86600076;10.18318716
BG;Trescore Balneario;Trescore Balneario;10.11.2016;Conducibilità elettrica a 20°C;537;45.70628523;9.82993221
LC;Mandello del Lario;Mandello;23.05.2016;pH;8.8;45.91461055;9.315178099
BS;Pralboino;Pralboino;05.10.2016;pH;8.18;45.26839626;10.20946157
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;16.06.2016;Temperatura acqua;21.24;45.23473967;9.481811677
BS;Malegno;Malegno;09.11.2016;Ossigeno disciolto;11.61;45.95164539;10.2777575
BG;Arzago d'Adda;Arzago dAdda;11.02.2016;Conducibilità elettrica a 20°C;;45.4856483;9.587775605
VA;Ferrera di Varese;Ferrera di Varese;04.04.2016;pH;7.7;45.93653198;8.776872768
LC;Vercurago;Vercurago;25.01.2016;Temperatura acqua;3.6;45.808031;9.41768829
MN;Bagnolo San Vito;Bagnolo S. Vito;09.11.2016;Ossigeno disciolto;8.89;45.10014006;10.88872109
BG;Villa d'Ogna;Villa d Ogna;08.11.2016;Temperatura acqua;6.8;45.90821921;9.928609346
CR;Isola Dovarese;Isola Dovarese;14.11.2016;Temperatura acqua;10.2;45.17888542;10.30351456
CO;Como;Como;01.08.2016;pH;7.7;45.81351622;9.074313541
CO;Lomazzo;Lomazzo;17.11.2016;Ossigeno disciolto;11.1;45.70007184;9.043139965
BS;Ceto;Ceto;20.06.2016;pH;8;46.0226759;10.34437904
BS;Gavardo;Gavardo;11.10.2016;Conducibilità elettrica a 20°C;467;45.59145363;10.44006204
VA;Golasecca;Golasecca;08.06.2016;Ossigeno disciolto;10;45.70554447;8.654411314
MI;Vizzolo Predabissi;Vizzolo Predabissi;25.10.2016;Conducibilità elettrica a 20°C;490;45.36827554;9.335963042
CR;Corte de' Frati;Corte  de Frati;03.08.2016;Ossigeno disciolto;8.13;45.20802867;10.10960784
VA;Varese;Varese;10.08.2016;pH;8.31;45.80576197;8.860167479
BG;Fara Gera d'Adda;Fara Gera dAdda;17.11.2016;Ossigeno disciolto;10.91;45.55245436;9.528771137
SO;Berbenno di Valtellina;Berbenno;03.03.2016;Temperatura acqua;7.18;46.1592963;9.743080004
MI;San Giuliano Milanese;S. Giuliano Milanese;22.06.2016;Conducibilità elettrica a 20°C;729;45.36542906;9.317839419
MI;Casarile;Casarile;14.12.2016;Conducibilità elettrica a 20°C;138;45.31478577;9.107332194
MN;Ponti sul Mincio;Ponti sul Mincio;01.03.2016;Temperatura acqua;10.7;45.39498245;10.70507601
BS;Rudiano;Rudiano;23.11.2016;Conducibilità elettrica a 20°C;329;45.48277549;9.911517366
BG;Filago;Filago;09.02.2016;Ossigeno disciolto;10.71;45.63110708;9.550936465
CR;Cremona;Cremona;09.08.2016;Conducibilità elettrica a 20°C;433;45.1591876;10.01389685
SO;Bormio;Bormio;01.12.2016;Conducibilità elettrica a 20°C;224;46.45874895;10.35920475
BG;Ponte Nossa;Ponte Nossa;16.03.2016;Ossigeno disciolto;11.37;45.85847449;9.879471871
CR;Gussola;Gussola;23.06.2016;Escherichia coli;110;44.98302227;10.35012571
LC;Valmadrera;Valmadrera;21.11.2016;Ossigeno disciolto;10.6;45.85478938;9.367778511
PV;Zinasco;Zinasco;09.11.2016;Conducibilità elettrica a 20°C;336;45.12143547;9.026611015
MI;Locate di Triulzi;Locate triulzi;26.01.2016;pH;7.48;45.35912993;9.202830047
LC;Bellano;Bellano;12.04.2016;Ossigeno disciolto;11.3;46.04200977;9.298703771
LO;Boffalora d'Adda;Boffalora;11.08.2016;Conducibilità elettrica a 20°C;468;45.36422162;9.486066727
BG;Trescore Balneario;Trescore Balneario;21.06.2016;Conducibilità elettrica a 20°C;398;45.70628523;9.82993221
MN;Serravalle a Po;Serravalle a Po;20.01.2016;Ossigeno disciolto;11.05;45.09784616;11.10724578
PV;Ottobiano;Ottobiano;15.03.2016;Escherichia coli;600;45.14958112;8.831463076
BG;Credaro;Credaro;24.10.2016;Ossigeno disciolto;10.46;45.65067099;9.922542116
BS;Toscolano - Maderno;Toscolano Maderno;07.03.2016;Temperatura acqua;9.6;45.65797043;10.61036285
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;16.06.2016;Conducibilità elettrica a 20°C;349;45.23473967;9.481811677
VA;Varese;Varese;14.06.2016;Ossigeno disciolto;9;45.81982826;8.851945308
BG;Palosco;Palosco;14.07.2016;Temperatura acqua;19.1;45.58684179;9.845169363
PV;TORRE D'ISOLA;ZERBOLO';08.09.2016;Conducibilità elettrica a 20°C;303.9;45.22515504;9.044046822
CR;Cremona;Cremona;03.11.2016;Escherichia coli;67;45.12835471;9.994733459
CO;Merone;Merone;15.06.2016;Temperatura acqua;19.2;45.76912147;9.244210911
LC;Bellano;Bellano;14.12.2016;Temperatura acqua;7.1;46.04200977;9.298703771
LC;Lecco;Lecco;13.01.2016;Temperatura acqua;6.9;45.85266511;9.397363338
CR;Sergnano;Sergnano;01.12.2016;Temperatura acqua;8.4;45.42980434;9.709841805
CR;Spinadesco;Spinadesco;18.10.2016;Temperatura acqua;14.6;45.13685148;9.955404374
LC;Varenna;Perledo;06.09.2016;Ossigeno disciolto;10.2;46.01469797;9.283041999
MN;Marmirolo;Marmirolo;05.12.2016;Conducibilità elettrica a 20°C;271;45.30344812;10.70809297
MI;PERO;Pero;12.04.2016;pH;7.92;45.51574337;9.070994153
SO;Livigno;Livigno;09.08.2016;pH;8.5;46.54576449;10.14312458
LO;Montanaso Lombardo;Montanaso Lombardo;27.07.2016;Conducibilità elettrica a 20°C;298;45.33940456;9.486785435
MN;Marmirolo;Marmirolo;09.03.2016;Temperatura acqua;9.6;45.30344812;10.70809297
MN;Bagnolo San Vito;Bagnolo S. Vito;14.01.2016;Escherichia coli;800;45.10014006;10.88872109
PV;Pavia;Pavia;21.12.2016;Escherichia coli;2800;45.18056556;9.153280587
VA;SESTO CALENDE;Sesto Calende;07.09.2016;Ossigeno disciolto;8.85;45.73729814;8.647854905
MI;Abbiategrasso;Abbiategrasso;03.11.2016;pH;8.2;45.38694025;8.859205589
BG;San Pellegrino Terme;S. Pellegrino Terme;21.11.2016;Conducibilità elettrica a 20°C;396;45.84307092;9.66893063
BS;Montichiari;Montichiari;29.06.2016;Ossigeno disciolto;;45.40475483;10.38627881
MB;Lentate sul Seveso;Lentate sul Seveso;01.09.2016;Escherichia coli;9804;45.67082319;9.131522449
PV;Bornasco;Pontelungo/Lardirago;11.02.2016;pH;6.28;45.27445039;9.226293022
MN;Rodigo;Rodigo;02.08.2016;Temperatura acqua;22.97;45.17891548;10.68253423
MI;Truccazzano;Trucazzano;15.09.2016;pH;7.45;45.46825292;9.443553627
SO;Sondrio;Sondrio;15.11.2016;pH;8.2;46.16269333;9.853352103
BG;Brembate di Sopra;Brembate Sopra;14.09.2016;Ossigeno disciolto;9.63;45.71022021;9.587687711
PV;San Zenone al Po;S. Zenone Po;11.02.2016;Escherichia coli;;45.10888783;9.363088336
MI;San Giuliano Milanese;S. Giuliano Milanese;18.10.2016;pH;7.84;45.36542906;9.317839419
VA;Luino;Luino;22.11.2016;Temperatura acqua;9.9;46.02350823;8.753615742
VA;Golasecca;Golasecca;24.11.2016;Escherichia coli;1800;45.70554447;8.654411314
MI;Abbiategrasso;Abbiategrasso;13.07.2016;Conducibilità elettrica a 20°C;494;45.38694025;8.859205589
CO;Merone;Merone;08.02.2016;pH;8;45.76912147;9.244210911
SO;Valdisotto;Valdisotto;03.08.2016;Conducibilità elettrica a 20°C;306;46.42428487;10.35509431
LC;Valmadrera;Valmadrera;11.08.2016;Temperatura acqua;20.6;45.85478938;9.367778511
MN;Borgoforte;Borgoforte;05.04.2016;Ossigeno disciolto;4.9;45.05433676;10.72275192
MN;Ceresara;Ceresara;05.10.2016;pH;7.8;45.27174902;10.57124709
BS;Gavardo;Gavardo;17.03.2016;Escherichia coli;548;45.59145363;10.44006204
BG;Palosco;Palosco;19.10.2016;Conducibilità elettrica a 20°C;772;45.58684179;9.845169363
LC;Cortenova;Cortenova;22.06.2016;pH;8.2;46.01061833;9.37153869
LO;VILLANOVA DEL SILLARO;Villanova Sillaro;01.12.2016;Ossigeno disciolto;9.2;45.23473967;9.481811677
CR;Montodine;Montodine;12.04.2016;Conducibilità elettrica a 20°C;577;45.28311106;9.711247599
PV;Zinasco;Zinasco;11.10.2016;pH;7.49;45.12143547;9.026611015
PV;Pavia;Pavia;02.03.2016;Conducibilità elettrica a 20°C;236.3;45.18056556;9.153280587
LC;Lecco;Lecco;07.03.2016;pH;8.5;45.87556513;9.428864706
BG;Filago;Filago;20.06.2016;Temperatura acqua;18.7;45.63110708;9.550936465
PV;Zavattarello;Zavattarello;07.09.2016;Escherichia coli;100;44.87896077;9.269644894
CO;Lomazzo;Lomazzo;14.07.2016;Ossigeno disciolto;8.6;45.70007184;9.043139965
CR;Piadena;Piadena;17.11.2016;Ossigeno disciolto;11.55;45.12550073;10.39306692
LC;Bellano;Bellano;14.03.2016;Ossigeno disciolto;12.3;46.04200977;9.298703771
MN;Acquanegra sul Chiese;Acquanegra sul Chiese;13.01.2016;Ossigeno disciolto;10.7;45.14854096;10.49585849
MN;Viadana;Viadana;05.04.2016;Temperatura acqua;16.8;44.9121599;10.53632845
MN;Canneto sull'Oglio;Canneto sull Oglio;13.04.2016;pH;7.7;45.14643932;10.37674141
MN;Castellucchio;Castellucchio;10.05.2016;Temperatura acqua;18.89;45.14714103;10.66220016
MI;Baranzate;Baranzate;06.09.2016;Escherichia coli;2419.6;45.53085857;9.103298865
CR;Piadena;Piadena;25.05.2016;Temperatura acqua;20.2;45.12550073;10.39306692
MN;Mantova;Mantova;07.06.2016;Temperatura acqua;22.4;45.12698879;10.84319471
PV;Bereguardo;Bereguardo;08.03.2016;Ossigeno disciolto;10.85;45.23467838;9.007681969
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;30.11.2016;Escherichia coli;1413.6;45.13385186;9.843035618
MB;Lesmo;Lesmo;07.06.2016;pH;8.26;45.63505181;9.299078398
LC;Bellano;Bellano;22.06.2016;Escherichia coli;390;46.04200977;9.298703771
CO;Fino Mornasco;Fino Mornasco;11.02.2016;Conducibilità elettrica a 20°C;553;45.753754;9.057273866
LO;Castelnuovo Bocca d'Adda;Castelnuovo Bocca dAdda;14.04.2016;Ossigeno disciolto;10.87;45.13385186;9.843035618
BS;Pisogne;Pisogne;26.07.2016;Ossigeno disciolto;;45.81030494;10.10798848
CO;Grandola ed Uniti;Grandola ed Uniti;03.10.2016;Conducibilità elettrica a 20°C;30;46.08718279;9.20700912
VA;Cassano Magnago;Cassano Magnago;10.10.2016;Ossigeno disciolto;10.3;45.67928433;8.806454833
LO;Montanaso Lombardo;Montanaso Lombardo;17.03.2016;Escherichia coli;307.6;45.33940456;9.486785435
MN;Ponti sul Mincio;Ponti sul Mincio;14.01.2016;Ossigeno disciolto;;45.39498245;10.70507601
BS;Tremosine;Tremosine;15.11.2016;Ossigeno disciolto;9.1;45.82963308;10.73172684
MB;Lentate sul Seveso;Lentate sul Seveso;07.07.2016;Conducibilità elettrica a 20°C;997;45.67082319;9.131522449
SO;Faedo Valtellino;Faedo;10.02.2016;Ossigeno disciolto;10.1;46.16236937;9.907619768
SO;Sondalo;Sondalo;03.02.2016;Ossigeno disciolto;8.2;46.36177327;10.3555013
BG;Costa Volpino;Costa Volpino;10.03.2016;Temperatura acqua;9.9;45.82636852;10.10452261
VA;Golasecca;Golasecca;08.06.2016;Conducibilità elettrica a 20°C;159;45.70554447;8.654411314
MN;Rodigo;Rodigo;05.10.2016;Ossigeno disciolto;8.1;45.17891548;10.68253423
CO;COMO;Como;01.12.2016;Ossigeno disciolto;12.2;45.80282546;9.107056137
CR;Montodine;Montodine;01.03.2016;pH;7.8;45.28311106;9.711247599
LO;Santo Stefano Lodigiano;S. Stefano Lodigiano;17.05.2016;pH;7.46;45.10578654;9.736683697
