Data,Codice campione,Codice sito di monitoraggio,Nome sito di monitoraggio,Codice corpo idrico,Nome corpo idrico,Coordinate x [ED-50],Coordinate y [ED-50],LIMeco,Classe LIMeco,pH,Solidi sospesi totali ,Conducibilità,Durezza ,Ammoniaca non ionizzata ,Ammoniaca totale ,Azoto ammoniacale ,Azoto nitrico ,Fosfati,Fosforo totale ,E. coli ,Ossigeno disciolto  ,Ossigeno disciolto a saturazione ,Tipo di protocollo analitico
,,,,,,,,,,[-Log [H+]],[mg/L],[µS/cm],[mg/L CaCO3], [mg/L NH3],[mg/L NH4],[mg/L N-NH4],[mg/L N-NO3],[µg/L P-PO4],[µg/L],[u.f.c./100 mL],[mg/L],[%],
12/3/2012,C201200891,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,41",Sufficiente,"8,3","1,2","350,8",190,,,"0,16","0,75","58,5","58,9",9000,"11,28","87,8",PARAMETRI DI BASE
10/4/2012,C201201325,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,66",Elevato,"8,2","15,7","297,2",151,,,"0,14","0,54",37,"58,4",18000,"11,12",98,PARAMETRI DI BASE
8/5/2012,C201201711,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,81",Elevato,"8,4","13,6","251,1",139,,,"0,1","0,47","12,7","38,4",20000,"10,49","95,8",PARAMETRI DI BASE
13/6/2012,C201202163,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,69",Elevato,"8,2","24,5","196,9",105,,,"0,03","0,32","78,5","142,8",2900,"10,45",96,PARAMETRI DI BASE
12/7/2012,C201202533,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"7,8","24,5",183,96,,,"0,03","0,36","16,5",78,14000,"10,05","96,5",PARAMETRI DI BASE
13/8/2012,C201203026,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,2","56,4","198,5",92,,,"0,06","0,34",73,85,20000,"9,8","96,8",PARAMETRI DI BASE
5/9/2012,C201203311,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,3","64,2","230,1",125,,,"0,05","0,5",73,"83,5",14000,"10,22","98,5",PARAMETRI DI BASE
8/10/2012,C201203776,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,69",Elevato,"8,3",48,"252,9",141,,,"0,07","0,46","47,4","77,1",5000,"10,6","96,8",PARAMETRI DI BASE
7/11/2012,C201204151,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,3","7,3",328,184,,,"0,05","0,61","20,8","37,5",8800,"11,53","96,9",PARAMETRI DI BASE
10/12/2012,C201204747,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,66",Elevato,"8,2","2,3","346,9",183,,,"0,13","0,78","26,9","44,7",14000,"12,06","97,6",PARAMETRI DI BASE
7/2/2013,C201300351,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,53",Buono,"8,2","3,5","328,7",174,,,"0,19","0,74","35,1","94,9",24000,"11,9","91,8",PARAMETRI DI BASE
21/5/2013,C201302033,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,26",14,"256,1",136,,,"0,03","0,6","4,3",33,4300,"10,82","97,5",PARAMETRI DI BASE
26/8/2013,C201304004,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,14","24,2","213,7",117,,,"0,04","0,37","6,6","53,6",10000,"9,93","98,5",PARAMETRI DI BASE
25/11/2013,C201305466,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,69",Elevato,"8,12","10,4","215,9",169,,,"0,09","0,55","11,6","68,5",12000,"12,04","97,5",PARAMETRI DI BASE
11/2/2014,C201400671,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,50",Buono,"8,1","3,2","407,3",191,,,"0,32","0,83","33,7","60,9",24000,"11,89","97,1",PARAMETRI DI BASE
8/5/2014,C201401849,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,81",Elevato,"8,21","8,5","249,1",127,,,"0,11","0,49","11,7","33,3",6000,"10,83","99,5",PARAMETRI DI BASE
11/7/2014,C201403097,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,133,,,,,,,,,,METALLI
11/8/2014,C201403521,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,09","45,4","209,1","97,5",,,"0,03","0,28",3.3,"33,5",11000,"9,68","96,1",PARAMETRI DI BASE
4/9/2014,C201403964,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,118,,,,,,,,,,METALLI
29/10/2014,C201405149,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,159,,,,,,,,,,METALLI
25/11/2014,C201405678,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,11","20,7","317,1",164,,,"0,05","0,59","7,4","30,3",7200,"10,86","95,5",PARAMETRI DI BASE
17/12/2014,C201406200,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,168,,,,,,,,,,METALLI
12/1/2015,C201500065,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,190,,,,,,,,,,METALLI
9/2/2015,C201500682,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,47",Sufficiente,"8,17","1,5","341,1",180,,,"0,16","0,61","69,6","111,6",8900,"12,27","97,3",PARAMETRI DI BASE
5/3/2015,C201501223,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,180,,,,,,,,,,METALLI
9/4/2015,C201502010,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"155,11",,,,,,,,,,METALLI
18/5/2015,C201502834,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"1,00",Elevato,"8,13","24,6","183,3","104,81",,,0.02,"0,3","3,6","27,1",3700,"13,58",100,PARAMETRI DI BASE
9/6/2015,C201503263,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"82,18",,,,,,,,,,METALLI
7/7/2015,C201503866,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"79,53",,,,,,,,,,METALLI
18/8/2015,C201504542,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,16","40,4","208,1","115,08",,,0.02,"0,4","4,2","55,1",20000,"9,93","98,9",PARAMETRI DI BASE
7/9/2015,C201504978,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"123,79",,,,,,,,,,METALLI
14/10/2015,C201505663,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,136,,,,,,,,,,METALLI
23/11/2015,C201506523,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,81",Elevato,"8,07","8,1","317,3",170,,,"0,09","0,53",3.3,"23,1",13000,"12,63","99,6",PARAMETRI DI BASE
17/12/2015,C201507137,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,185,,,,,,,,,,METALLI
12/1/2016,C201600092,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,172,,,,,,,,,,METALLI
10/2/2016,C201600531,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,50",Buono,"8,16","4,2",387,180,,,"0,29","0,73","64,5","66,5",39000,"11,83","97,5",PARAMETRI DI BASE
8/3/2016,C201601047,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"169,1",,,,,,,,,,METALLI
7/4/2016,C201601680,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"164,1",,,,,,,,,,METALLI
9/5/2016,C201602121,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,22","4,3","283,7",150,,,0.08,"0,45","7,5","28,6",11000,"11,41",100,PARAMETRI DI BASE
15/6/2016,C201602780,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"95,3",,,,,,,,,,METALLI
20/7/2016,C201603665,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"87,3",,,,,,,,,,METALLI
18/8/2016,C201603982,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,78",Elevato,"8,08","49,2","200,9","107,1",,,"0,19","0,36","14,7","32,3",26000,"10,22",100,PARAMETRI DI BASE
28/11/2016,C201605445,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,07","7,5","327,4","180,3",,,0.08,"0,84","8,3",35,8300,"11,93",100,PARAMETRI DI BASE
21/12/2016,C201605832,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"135,9",,,,,,,,,,METALLI
5/1/2017,C201700068,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"161,9",,,,,,,,,,METALLI
7/2/2017,C201700434,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,50",Buono,"8,15","6,6","442,2",202,,,"0,33","0,92","37,7","82,6",8000,"11,98","98,6",PARAMETRI DI BASE
6/3/2017,C201700982,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"171,6",,,,,,,,,,METALLI
6/4/2017,C201701616,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"132,2",,,,,,,,,,METALLI
10/5/2017,C201702210,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,66",Elevato,"8,17","3,6","297,4","164,2",,,"0,16","0,54","14,5","61,3",12000,"10,26","97,8",PARAMETRI DI BASE
8/6/2017,C201702888,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"96,7",,,,,,,,,,METALLI
5/7/2017,C201703168,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"99,7",,,,,,,,,,METALLI
8/8/2017,C201703729,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,69",Elevato,"8,13","108,4",172,"99,6",,,0.08,"0,28","5,4",132,18000,"9,61","95,6",PARAMETRI DI BASE
13/9/2017,C201704219,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"140,8",,,,,,,,,,METALLI
23/10/2017,C201704775,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"177,8",,,,,,,,,,METALLI
22/11/2017,C201705512,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,69",Elevato,"8,18","8,2","361,4","192,3",,,"0,11","0,74",10,"36,3",19000,"11,68","96,3",PARAMETRI DI BASE
19/12/2017,C201706084,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,181,,,,,,,,,,METALLI
18/1/2018,C201800412,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"195,7",,,,,,,,,,METALLI
6/2/2018,C201800729,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,66",Elevato,"8,14","4,3","348,8","169,7",,,"0,15","0,84","15,1","40,6",15000,"12,09","96,4",PARAMETRI DI BASE
6/3/2018,C201801426,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"167,5",,,,,,,,,,METALLI
5/4/2018,C201801978,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"175,5",,,,,,,,,,METALLI
22/5/2018,C201802860,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,06",19,"204,8","102,5",,,0.08,"0,35","4,7","33,1",5600,"10,71",95,PARAMETRI DI BASE
14/6/2018,C201803397,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"80,5",,,,,,,,,,METALLI
4/7/2018,C201803679,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"80,1",,,,,,,,,,METALLI
14/8/2018,C201804451,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,06","58,2","192,7","96,5",,,0.08,"0,36",3.3,"24,8",25000,"9,99","96,5",PARAMETRI DI BASE
5/9/2018,C201804724,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"116,9",,,,,,,,,,METALLI
3/10/2018,C201805171,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"149,6",,,,,,,,,,METALLI
22/11/2018,C201806104,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,14","1,3","307,2","157,3",,,0.08,"0,58","18,4","27,2",10000,"12,09","98,9",PARAMETRI DI BASE
19/12/2018,C201806861,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"157,9",,,,,,,,,,METALLI
14/1/2019,C201900148,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"176,4",,,,,,,,,,METALLI
7/2/2019,C201900671,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,66",Elevato,"8,08","1,9",312,"156,3",,,"0,14","0,66","34,3","48,3",18000,"11,93","93,3",PARAMETRI DI BASE
11/3/2019,C201901226,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"170,3",,,,,,,,,,METALLI
8/4/2019,C201901808,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"155,9",,,,,,,,,,METALLI
13/5/2019,C201902397,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,22","4,6","283,8","145,4",,,0.08,"0,52","21,1",36,4000,"10,95",100,PARAMETRI DI BASE
5/6/2019,C201902887,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"82,4",,,,,,,,,,METALLI
3/7/2019,C201903408,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"76,8",,,,,,,,,,METALLI
26/8/2019,C201904430,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,69",Elevato,"8,04","72,2","188,5","93,3",,,"0,09","0,32","10,9","66,2",12000,"10,05","98,5",PARAMETRI DI BASE
11/9/2019,C201904842,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"150,3",,,,,,,,,,METALLI
28/10/2019,C201905680,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"111,7",,,,,,,,,,METALLI
26/11/2019,C201906158,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,14",4,"312,4","156,2",,,0.08,"0,67","16,3","24,6",11000,"11,67",96,PARAMETRI DI BASE
12/12/2019,C201906606,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"176,3",,,,,,,,,,METALLI
27/1/2020,C202000411,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"167,7",,,,,,,,,,METALLI
13/2/2020,C202000789,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,63",Buono,"8,06",2,"356,8","230,3",,,"0,11","1,79","46,3","49,5",11000,"12,13",96,PARAMETRI DI BASE
4/3/2020,C202001154,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,"149,8",,,,,,,,,,METALLI
27/4/2020,C202001768,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,2",n.d.,"212,6",115,,,0.1,0.6,3.3,"51,6",16000,"10,68",99,PARAMETRI DI BASE
19/5/2020,C202002194,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,05","74,4","181,2","93,9",,,0.1,0.6,"5,8","82,3",2000,"10,83","97,3",PARAMETRI DI BASE
4/6/2020,C202002628,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,92,,,,,,,,,,METALLI
8/7/2020,C202003209,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,93,,,,,,,,,,METALLI
10/8/2020,C202003813,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"7,73",90,"179,1",92,,,0.1,0.6,"7,2","85,4",7800,"9,81","97,2",PARAMETRI DI BASE
9/9/2020,C202004338,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,128,,,,,,,,,,METALLI
12/10/2020,C202004997,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,146,,,,,,,,,,METALLI
19/11/2020,C202005656,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,12","3,4","350,6",187,,,0.1,"0,6","4,2","24,4",18000,"11,97",98,PARAMETRI DI BASE
21/12/2020,C202006153,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,177,,,,,,,,,,METALLI
14/1/2021,C202100180,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,151,,,,,,,,,,METALLI
11/2/2021,C202100636,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,04",1.0,"300,5",144,,,0.1,0.6,"19,3",34,12000,"12,12",100,PARAMETRI DI BASE
3/3/2021,C202100909,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,151,,,,,,,,,,METALLI
19/4/2021,C202101814,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,34","1,9",341,180,,,0.1,0.6,42,"73,1",19000,"11,01","99,7",PARAMETRI DI BASE
25/5/2021,C202102404,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,39","2,9","294,5",153,,,0.1,0.6,"18,1","39,4",3200,"10,9",100,PARAMETRI DI BASE
9/6/2021,C202102747,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,84,,,,,,,,,,METALLI
14/7/2021,C202103609,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,90,,,,,,,,,,METALLI
9/8/2021,C202104114,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,02","62,8","194,7",99,,,0.1,0.6,3.3,"64,6",10000,"10,45","97,8",PARAMETRI DI BASE
7/9/2021,C202104869,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,123,,,,,,,,,,METALLI
14/10/2021,C202105448,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,162,,,,,,,,,,METALLI
17/11/2021,C202106035,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,09","2,3","332,7",177,,,0.1,0.6,"7,3","25,8",12000,"11,26","98,8",PARAMETRI DI BASE
6/12/2021,C202106505,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,187,,,,,,,,,,METALLI
5/1/2022,C202200065,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,200,,,,,,,,,,METALLI
7/2/2022,C202200647,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,66",Elevato,"8,18",1.0,"327,8",160,,,"0,18","0,59",42,66,23000,"11,42",95,PARAMETRI DI BASE
7/3/2022,C202201209,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,,,,169,,,,,,,,,,METALLI
13/4/2022,C202201914,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,53",Buono,"8,2","3,4","380,5",194,,,"0,14","0,6","39,6","57,5",1500,"10,61","97,2",PARAMETRI DI BASE
4/5/2022,C202202272,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,69",Elevato,"8,27","3,5",295,148,,,"0,09","0,51","25,6",100,5500,"10,41",100,PARAMETRI DI BASE
20/6/2022,C202203196,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,07",,,79,,,,,,,,,,METALLI
6/7/2022,C202203445,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,02",,,80,,,,,,,,,,METALLI
16/8/2022,C202204220,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,21","26,8","222,6",111,,,0.08,"0,44","21,3",65,39000,"9,55","95,6",PARAMETRI DI BASE
5/9/2022,C202204626,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,31",,,116,,,,,,,,,,METALLI
25/10/2022,C202205449,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,16",,,102,,,,,,,,,,METALLI
22/11/2022,C202206023,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,28","4,1","300,2",161,,,0.08,"0,56","20,3","44,5",27000,"11,43",100,PARAMETRI DI BASE
13/12/2022,C202206495,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,03",,,144,,,,,,,,,,METALLI
4/1/2023,C202300017,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,04",,,178,,,,,,,,,,METALLI
7/2/2023,C202300497,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,07","18,1","304,2",151,,,0.08,"0,51","25,7","63,9",8100,"12,43",96,PARAMETRI DI BASE
6/3/2023,C202301073,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,12",,,195,,,,,,,,,,METALLI
5/4/2023,C202301537,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,75",Elevato,"8,02","10,1","311,1",162,,,0.08,"0,49","27,7","57,7",17000,"11,16","96,4",PARAMETRI DI BASE
8/5/2023,C202301996,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,69",Elevato,"8,06","177,6","210,2",108,,,0.08,"0,4","10,3",185,17000,"10,39","97,5",PARAMETRI DI BASE
19/6/2023,C202302718,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,28",,,92,,,,,,,,,,METALLI
17/7/2023,C202303205,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,05",,,87,,,,,,,,,,METALLI
24/8/2023,C202303839,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,66",Elevato,"7,94",231,"153,6",82,,,0.08,"0,24","8,5",248,9000,"9,49","94,42",PARAMETRI DI BASE
26/9/2023,C202304251,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,18",,,134,,,,,,,,,,METALLI
19/10/2023,C202304751,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,"0,88",Elevato,"8,27","7,8","311,7",162,,,0.08,"0,48","17,6","46,7",42000,"10,22","96,1",PARAMETRI DI BASE
27/11/2023,C202305442,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"8,18",,,155,,,,,,,,,,METALLI
20/12/2023,C202305790,DBL140,Pont des Chevres,013va,Dora Baltea,394726,5066370,,,"7,86",,,168,,,,,,,,,,METALLI
13/1/2010,C201000073,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,53",Buono,"8,19","1,5","314,9","143,5",,,"0,22","0,62",49,"54,6",2800,"11,88","92,2",PARAMETRI DI BASE
9/2/2010,C201000428,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,44",Sufficiente,"8,2","4,1","292,1","144,3",,,"0,27","0,61",72,"104,6",5100,"12,17","93,3",PARAMETRI DI BASE
8/3/2010,C201000720,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,38",Sufficiente,"8,21","3,8","342,9","174,4",,,"0,3","0,63",44,"60,5",2900,"11,71","87,6",PARAMETRI DI BASE
8/4/2010,C201001246,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,47",Sufficiente,"8,11","27,8",415,"208,5",,,"0,15","0,76",64,"106,5",6500,"11,17",96,PARAMETRI DI BASE
3/5/2010,C201001603,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,45","9,2","249,9","126,9",,,0.01,"0,61",30.0,"76,6",10000,"10,69","95,7",PARAMETRI DI BASE
23/6/2010,C201002404,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,16","17,2","211,1","112,6",,,"0,04","0,41",30.0,"17,3",6100,"10,57","99,2",PARAMETRI DI BASE
12/7/2010,C201002712,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,07","76,8",158,"82,1",,,0.01,"0,36",31,"99,1",3000,"10,5",100,PARAMETRI DI BASE
16/8/2010,C201003316,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,26",10,"237,4","121,26",,,"0,07","0,54",35,"62,1",16000,"10,24","99,7",PARAMETRI DI BASE
13/9/2010,C201003680,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,19","26,6","250,2","130,35",,,"0,03","0,57",30.0,"55,9",5300,"9,64","92,4",PARAMETRI DI BASE
11/10/2010,C201004202,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,88",Elevato,"8,24","14,8","268,8","143,33",,,"0,03","0,58",30.0,"44,1",3700,"9,91","91,3",PARAMETRI DI BASE
8/11/2010,C201004597,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,2","2,7","305,4",171,,,"0,05","0,68",30.0,"36,9",14000,"10,93",98,PARAMETRI DI BASE
28/12/2010,C201005472,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,50",Buono,"8,2","2,4","355,7","165,7",,,"0,241","0,715","50,1","65,7",4800,"12,91",97,PARAMETRI DI BASE
26/1/2011,C201100377,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,53",Buono,"8,2","4,1","389,3",187,,,"0,2","0,71","57,4","77,9",10000,"13,05",100,PARAMETRI DI BASE
15/2/2011,C201100744,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,50",Buono,"8,3","2,2","343,8",171,,,"0,27","0,62","43,5","62,9",5200,"11,57","96,9",PARAMETRI DI BASE
21/3/2011,C201101169,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,44",Sufficiente,"8,3",4,"438,7",201,,,"0,09","0,78","51,8","69,2",3200,"10,91","83,4",PARAMETRI DI BASE
18/4/2011,C201101630,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,53",Buono,"8,3",5,"309,2",158,,,"0,13","0,64","55,5","72,6",14000,"10,86","98,2",PARAMETRI DI BASE
13/5/2011,C201102059,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,2","25,2","224,7",111,,,"0,06","0,49","65,4",72,7400,"10,55","93,5",PARAMETRI DI BASE
27/6/2011,C201102739,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,2","140,6","174,8",86,,,0.01,"0,29","102,6",173,5300,"9,87","85,3",PARAMETRI DI BASE
11/7/2011,C201102894,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,69",Elevato,"8,2",123,"189,4",102,,,"0,05","0,4","43,1","117,8",14000,"9,89",98,PARAMETRI DI BASE
16/8/2011,C201103446,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,66",Elevato,"8,4","50,8","199,7",106,,,"0,19","0,44","44,6","97,7",68000,"9,81",98,PARAMETRI DI BASE
7/9/2011,C201103778,DBL150,Borgo Montjovet,014va,Dora Baltea,396242,5064231,"0,75",Elevato,"8,1","62,4","217,5",105,,,"0,05","0,42","56,1",85,17000,"9,93","94,4",PARAMETRI DI BASE
