Data,Codice campione,Codice sito di monitoraggio,Nome sito di monitoraggio,Codice corpo idrico,Nome corpo idrico,Coordinate x [ED-50],Coordinate y [ED-50],LIMeco,Classe LIMeco,pH,Solidi sospesi totali ,Conducibilità,Durezza ,Ammoniaca non ionizzata ,Ammoniaca totale ,Azoto ammoniacale ,Azoto nitrico ,Fosfati,Fosforo totale ,E. coli ,Ossigeno disciolto  ,Ossigeno disciolto a saturazione ,Tipo di protocollo analitico
,,,,,,,,,,[-Log [H+]],[mg/L],[µS/cm],[mg/L CaCO3], [mg/L NH3],[mg/L NH4],[mg/L N-NH4],[mg/L N-NO3],[µg/L P-PO4],[µg/L],[u.f.c./100 mL],[mg/L],[%],
8/10/2019,C201905217,GRS020,Foce,0402va,Torrent de Gressan,366219,5064439,"0,88",Elevato,"8,25","12,7",365,"190,3",,,0.08,"0,22",3.3,"10,4",2500,"10,42",93,PARAMETRI DI BASE
21/2/2012,C201200579,GSB010,Foce,0760010071va,Torrent du Grand-Saint-Bernard,359214,5076145,"1,00",Elevato,"8,2","1,1","451,2",239,,,0.01,"0,26","2,3","4,3",1,"11,55","99,2",PARAMETRI DI BASE
17/4/2012,C201201444,GSB010,Foce,0760010071va,Torrent du Grand-Saint-Bernard,359214,5076145,"1,00",Elevato,"8,2","2,9","396,4",208,,,0.01,"0,31","3,5",5,1,"10,67","97,5",PARAMETRI DI BASE
11/9/2012,C201203355,GSB010,Foce,0760010071va,Torrent du Grand-Saint-Bernard,359214,5076145,"1,00",Elevato,"8,3",1,424,248,,,0.01,"0,22",3,"3,8",8,"9,43","97,1",PARAMETRI DI BASE
20/11/2012,C201204377,GSB010,Foce,0760010071va,Torrent du Grand-Saint-Bernard,359214,5076145,"0,88",Elevato,"8,1","14,9","386,8",213,,,0.01,"0,27","9,4","16,4",1,"10,91","87,9",PARAMETRI DI BASE
20/2/2017,C201700686,GSB010,Foce,0760010071va,Torrent du Grand-Saint-Bernard,359214,5076145,"0,88",Elevato,"8,14","4,9","474,2","256,8",,,0.08,"0,22",3.3,"9,1",12,"11,02","96,9",PARAMETRI DI BASE
18/5/2017,C201702414,GSB010,Foce,0760010071va,Torrent du Grand-Saint-Bernard,359214,5076145,"0,88",Elevato,"8,07",32,"292,5",146,,,0.08,"0,25","4,1","36,5",250,"10,2","98,7",PARAMETRI DI BASE
20/9/2017,C201704286,GSB010,Foce,0760010071va,Torrent du Grand-Saint-Bernard,359214,5076145,"0,88",Elevato,"8,14","1,8","429,9","234,5",,,0.08,"0,19",3.3,3.3,2300,"10,03","94,2",PARAMETRI DI BASE
14/12/2017,C201706018,GSB010,Foce,0760010071va,Torrent du Grand-Saint-Bernard,359214,5076145,"0,88",Elevato,"8,22",1.0,"469,4","266,6",,,0.08,"0,24",3.3,"8,7",13,"10,35","94,4",PARAMETRI DI BASE
23/2/2012,C201200630,GSN010,Montroz,0430080021va,Torrent de Groson,372716,5052691,"1,00",Elevato,"8,2",0.3,"299,9",153,,,0.01,"0,17",1.6,1.6,2,"10,94",98,PARAMETRI DI BASE
12/4/2012,C201201378,GSN010,Montroz,0430080021va,Torrent de Groson,372716,5052691,"1,00",Elevato,"8,1","1,4","226,1",109,,,0.01,"0,15",1.6,"1,9",1,"12,18",100,PARAMETRI DI BASE
13/9/2012,C201203369,GSN010,Montroz,0430080021va,Torrent de Groson,372716,5052691,"1,00",Elevato,"8,2","0,7","203,2",117,,,0.01,"0,14",1.6,1.6,1,"10,22","99,1",PARAMETRI DI BASE
26/11/2012,C201204457,GSN010,Montroz,0430080021va,Torrent de Groson,372716,5052691,"1,00",Elevato,"8,1",0.4,247,140,,,0.01,"0,16",1.6,1.6,1,"10,86",100,PARAMETRI DI BASE
13/3/2019,C201901292,GSN010,Montroz,0430080021va,Torrent de Groson,372716,5052691,"0,88",Elevato,"8,11",1.0,"430,5","239,8",,,0.08,"0,14",3.3,3.3,1,"10,78","98,3",PARAMETRI DI BASE
10/6/2019,C201902975,GSN010,Montroz,0430080021va,Torrent de Groson,372716,5052691,"0,88",Elevato,"8,05","9,7","152,1","82,2",,,0.08,"0,17",3.3,"3,3",1,"9,98","90,9",PARAMETRI DI BASE
2/9/2019,C201904584,GSN010,Montroz,0430080021va,Torrent de Groson,372716,5052691,"0,75",Elevato,"8,11","1,2","349,9","196,3",,,0.08,"1,03",3.3,3.3,16,"9,06",94,PARAMETRI DI BASE
14/11/2019,C201906041,GSN010,Montroz,0430080021va,Torrent de Groson,372716,5052691,"0,88",Elevato,"7,93",1.0,"282,9","115,4",,,0.08,"0,27",3.3,3.3,2,"11,1",90,PARAMETRI DI BASE
20/2/2012,C201200556,GSS010,Foce,1040441va,Torrent de Giassit,409925,5053489,"0,88",Elevato,"7,6",0.3,"62,4","31,7",,,0.01,"0,69",1.6,2,1,"11,7","90,3",PARAMETRI DI BASE
26/4/2012,C201201561,GSS010,Foce,1040441va,Torrent de Giassit,409925,5053489,"0,88",Elevato,"7,6",0.3,"56,6","27,5",,,0.01,"0,61",1.6,"3,9",2,"11,24","99,1",PARAMETRI DI BASE
19/9/2012,C201203489,GSS010,Foce,1040441va,Torrent de Giassit,409925,5053489,"1,00",Elevato,"7,5","0,4","45,3","24,8",,,0.01,"0,51","2,7","2,9",4,"9,39","96,9",PARAMETRI DI BASE
13/11/2012,C201204253,GSS010,Foce,1040441va,Torrent de Giassit,409925,5053489,"0,88",Elevato,"7,5",0.4,"50,9","23,9",,,0.01,"0,79","1,6","3,3",1,"11,02","97,4",PARAMETRI DI BASE
22/3/2018,C201801722,GSS010,Foce,1040441va,Torrent de Giassit,409925,5053489,"0,75",Elevato,"7,45",1.0,"52,75","23,05",,,0.08,"0,76",3.3,3.3,1,"12,52","99,5",PARAMETRI DI BASE
19/6/2018,C201803446,GSS010,Foce,1040441va,Torrent de Giassit,409925,5053489,"0,88",Elevato,"7,47",1.0,"29,85","12,57",,,0.08,"0,45",3.3,"6,9",5,"9,27","94,2",PARAMETRI DI BASE
19/9/2018,C201804981,GSS010,Foce,1040441va,Torrent de Giassit,409925,5053489,"0,88",Elevato,"7,7",1.0,"54,9","26,64",,,0.08,"0,55",3.3,"3,5",5,"9,43",97,PARAMETRI DI BASE
6/12/2018,C201806535,GSS010,Foce,1040441va,Torrent de Giassit,409925,5053489,"0,88",Elevato,"7,23",1.0,"47,71","24,48",,,0.08,"0,58",3.3,3.3,1,"11,99",100,PARAMETRI DI BASE
25/3/2019,C201901435,LAR010,Foce,0050121va,Torrent de Laris,391417,5053045,"0,88",Elevato,"8,15",1.0,"168,4","94,6",,,0.08,"0,47",3.3,3.3,1,"11,69","97,6",PARAMETRI DI BASE
13/6/2019,C201903045,LAR010,Foce,0050121va,Torrent de Laris,391417,5053045,"0,88",Elevato,"8,16","1,8","120,5","68,9",,,0.08,"0,34",3.3,3.3,41,"9,99",97,PARAMETRI DI BASE
4/9/2019,C201904681,LAR010,Foce,0050121va,Torrent de Laris,391417,5053045,"0,88",Elevato,"8,06",1.0,"152,6","86,6",,,0.08,"0,33",3.3,3.3,8,"8,91","92,4",PARAMETRI DI BASE
9/12/2019,C201906472,LAR010,Foce,0050121va,Torrent de Laris,391417,5053045,"0,88",Elevato,"8,18",1.0,"164,3","96,6",,,0.08,"0,52",3.3,3.3,2,"11,72","98,9",PARAMETRI DI BASE
29/3/2016,C201601455,LNT010,Mont Falcon,0521va,Torrent Lantaney,349766,5066024,"0,88",Elevato,"7,81",1.0,"75,9","36,95",,,0.08,"0,17",3.3,3.3,2,"11,37","97,7",PARAMETRI DI BASE
9/3/2010,C201000771,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"1,00",Elevato,"7,79","0,6","97,2","47,2",,,0.01,"0,3",30.0,10.0,1,"12,47","97,9",PARAMETRI DI BASE
19/5/2010,C201001861,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"1,00",Elevato,"7,51","0,9","39,4","19,5",,,0.01,"0,17",30.0,10.0,1,"10,84","91,2",PARAMETRI DI BASE
4/8/2010,C201003129,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"1,00",Elevato,"7,76","4,2","51,3","24,72",,,0.01,"0,16",30.0,10.0,8,"9,53","96,3",PARAMETRI DI BASE
4/11/2010,C201004544,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"1,00",Elevato,"7,7","2,9","77,5","34,9",,,0.01,"0,21",30.0,10.0,22,"11,09","98,1",PARAMETRI DI BASE
7/6/2016,C201602599,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"0,88",Elevato,"7,67","3,6","33,53","15,56",,,0.08,"0,17",3.3,"16,5",5,"9,91","95,7",PARAMETRI DI BASE
26/9/2016,C201604574,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,n.d.,n.d.,"7,65","1,9","83,3",n.d.,,,n.d.,"0,2",3.3,"6,4",5,"10,58",100,PARAMETRI DI BASE
8/11/2016,C201605168,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"0,88",Elevato,"7,9","3,3","94,3","51,6",,,0.08,"0,22",3.3,"8,7",24,"12,9",100,PARAMETRI DI BASE
31/1/2022,C202200448,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"0,88",Elevato,"7,8",1.0,"86,9","40,7",,,0.08,0.11,3.3,"3,5",1,"12,24","96,2",PARAMETRI DI BASE
12/4/2022,C202201879,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"0,88",Elevato,"7,73","1,8","76,8","35,5",,,0.08,"0,17",3.3,"4,7",2,"11,26",100,PARAMETRI DI BASE
12/7/2022,C202203581,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"0,88",Elevato,"7,67","2,4","68,8","28,5",,,0.08,"0,14",3.3,"6,4",7,"8,48","90,7",PARAMETRI DI BASE
11/10/2022,C202205202,LNT020,Foce,0521va,Torrent Lantaney,350389,5066155,"0,88",Elevato,"7,58","17,6","81,3","38,2",,,0.08,"0,24",4,"11,6",180,"10,07","95,9",PARAMETRI DI BASE
9/2/2016,C201600469,LRS010,Truchet,0301wva,Torrent des Laures,376036,5064564,"1,00",Elevato,"7,72","2,9","125,4",59,,,0.02,"0,18",6,"7,8",1,"11,57",99,PARAMETRI DI BASE
16/5/2016,C201602193,LRS010,Truchet,0301wva,Torrent des Laures,376036,5064564,"0,88",Elevato,"7,58",1.0,"97,3","50,3",,,0.08,"0,39",3.3,"9,1",1,"11,01","95,9",PARAMETRI DI BASE
2/8/2016,C201603820,LRS010,Truchet,0301wva,Torrent des Laures,376036,5064564,"0,88",Elevato,"7,9",1.0,"89,7","42,25",,,0.08,"0,16",3.3,"4,5",5,"8,85","96,8",PARAMETRI DI BASE
6/12/2016,C201605663,LRS010,Truchet,0301wva,Torrent des Laures,376036,5064564,"0,88",Elevato,"7,55",7,"106,5","51,8",,,0.08,"0,2",3.3,"5,6",3,"12,37",100,PARAMETRI DI BASE
20/1/2022,C202200274,LRS010,Truchet,0301wva,Torrent des Laures,376036,5064564,"0,88",Elevato,"7,67",1.0,"143,1",65,,,0.08,"0,14",3.3,3.3,1,"12,46","94,1",PARAMETRI DI BASE
4/7/2022,C202203382,LRS010,Truchet,0301wva,Torrent des Laures,376036,5064564,"0,88",Elevato,"7,55",1.0,"101,3","34,4",,,0.08,"0,14",3.3,"4,6",3,"8,63",93,PARAMETRI DI BASE
18/10/2022,C202205343,LRS010,Truchet,0301wva,Torrent des Laures,376036,5064564,"0,88",Elevato,"7,71","1,9","126,2",63,,,0.08,"0,21","3,5","3,8",3,"10,2",97,PARAMETRI DI BASE
9/2/2016,C201600470,LRS020,Foce,0302wva,Torrent des Laures,376746,5066352,"1,00",Elevato,"7,85","9,1","159,6",79,,,0.02,"0,25","11,8","23,8",180,"12,01",99,PARAMETRI DI BASE
16/5/2016,C201602194,LRS020,Foce,0302wva,Torrent des Laures,376746,5066352,"0,88",Elevato,"7,65",1.0,"112,8","56,2",,,0.08,"0,38",3.3,"9,5",350,"10,77","96,1",PARAMETRI DI BASE
2/8/2016,C201603821,LRS020,Foce,0302wva,Torrent des Laures,376746,5066352,"0,88",Elevato,"8,18",1.0,"105,3","51,3",,,0.08,"0,09",3.3,"4,2",490,"8,7",100,PARAMETRI DI BASE
6/12/2016,C201605664,LRS020,Foce,0302wva,Torrent des Laures,376746,5066352,"0,88",Elevato,"7,47",1.0,"130,7","64,6",,,0.08,"0,32","4,6","10,2",170,"13,19",100,PARAMETRI DI BASE
28/2/2019,C201900962,LVZ010,Tignet,0440081va,Torrent de Levionaz,360896,5049355,"0,88",Elevato,"8,15",1.0,"191,7","101,4",,,0.08,"0,2",3.3,"3,4",1,"11,26","99,5",PARAMETRI DI BASE
22/5/2019,C201902553,LVZ010,Tignet,0440081va,Torrent de Levionaz,360896,5049355,"0,88",Elevato,"8,23",1.0,"173,9","94,2",,,0.08,"0,2",3.3,3.3,1,"10,01","96,7",PARAMETRI DI BASE
19/8/2019,C201904263,LVZ010,Tignet,0440081va,Torrent de Levionaz,360896,5049355,"0,88",Elevato,"7,8","13,6","59,5","28,46",,,0.08,"0,15",3.3,"18,5",14,"9,49",100,PARAMETRI DI BASE
7/11/2019,C201905885,LVZ010,Tignet,0440081va,Torrent de Levionaz,360896,5049355,"0,88",Elevato,"8,03",1.0,"145,4","80,8",,,0.08,"0,21",3.3,"4,2",1,"11,82",100,PARAMETRI DI BASE
24/2/2016,C201600771,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"1,00",Elevato,"7,62","1,4","70,9","33,4",,,0.02,"0,22",3.3,"3,4",1,"11,27","97,6",PARAMETRI DI BASE
31/5/2016,C201602485,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,88",Elevato,"7,59","11,2","57,4","23,04",,,0.08,"0,23",3.3,"28,4",1,"9,95","99,1",PARAMETRI DI BASE
3/8/2016,C201603824,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,75",Elevato,"7,16","25,2","24,44","11,07",,,0.08,"0,17",3.3,70,1,"9,36","98,3",PARAMETRI DI BASE
3/11/2016,C201605094,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,88",Elevato,"7,04","5,7","55,5","27,03",,,0.08,"0,26",3.3,"14,7",1,"10,67","98,5",PARAMETRI DI BASE
19/2/2018,C201800992,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,88",Elevato,"7,7",1.0,72,"33,04",,,0.08,"0,23",3.3,"4,9",1,"10,96",100,PARAMETRI DI BASE
28/5/2018,C201802914,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,88",Elevato,"7,43","34,2","36,5","21,82",,,0.08,"0,24",3.3,"22,4",1,"9,99","94,6",PARAMETRI DI BASE
21/8/2018,C201804521,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,88",Elevato,"7,18","26,2","26,24","10,42",,,0.08,"0,16",3.3,"19,3",1,"9,56","98,5",PARAMETRI DI BASE
14/11/2018,C201805938,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,88",Elevato,"7,29","2,8","61,5","29,98",,,0.08,"0,18",3.3,3.3,n.d.,"11,08",100,PARAMETRI DI BASE
14/2/2022,C202200733,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,88",Elevato,"7,67",1.0,"73,6","34,4",,,0.08,"0,22",3.3,3.3,1,"11,16",100,PARAMETRI DI BASE
17/5/2022,C202202558,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,88",Elevato,"7,48","4,1","174,3",191,,,0.08,"0,12",3.3,"8,9",1,"9,87","97,5",PARAMETRI DI BASE
19/9/2022,C202204811,LYS010,Grenne,1041va,Torrent Lys,407855,5079740,"0,88",Elevato,"6,97","11,4","52,8","21,9",,,0.08,"0,15",3.3,"5,8",2,"10,1",99,PARAMETRI DI BASE
16/3/2010,C201000902,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"1,00",Elevato,"8,14","2,8","132,6","64,2",,,0.01,"0,45",30.0,"20,7",220,"11,91",100,PARAMETRI DI BASE
25/5/2010,C201001964,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,75",Elevato,"7,98",31,"73,9","35,9",,,0.01,"0,35",30.0,"71,9",19,"9,41","85,4",PARAMETRI DI BASE
14/9/2010,C201003711,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"1,00",Elevato,"7,58","13,8","47,2","23,62",,,0.01,"0,18",30.0,"34,3",160,"10,42","95,4",PARAMETRI DI BASE
23/11/2010,C201004870,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"1,00",Elevato,8,"1,6","127,1",64,,,0.01,"0,35",30.0,10.0,15,"11,09","98,2",PARAMETRI DI BASE
15/1/2013,C201300117,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"1,00",Elevato,"8,1","2,1","123,6",66,,,0.01,"0,4","1,9","7,8",860,"11,84",100,PARAMETRI DI BASE
16/4/2013,C201301498,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"8,09","3,8","134,7",65,,,0.01,"0,69",1.6,"14,9",57,"10,44","97,7",PARAMETRI DI BASE
8/7/2013,C201302953,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"7,74","30,2","74,8","28,7",,,0.01,"0,17",1.6,"71,2",110,"9,3","95,6",PARAMETRI DI BASE
1/10/2013,C201304637,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"7,83","9,8","66,7","28,9",,,"0,05","0,2",3.3,"26,9",14,"9,99","98,5",PARAMETRI DI BASE
19/2/2018,C201800993,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"8,06",1.0,"125,1","58,9",,,0.08,"0,39",3.3,"6,9",7700,"11,66",100,PARAMETRI DI BASE
28/5/2018,C201802915,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"7,69","43,6","62,5","40,43",,,0.08,"0,22",3.3,"42,1",40,"9,93","95,6",PARAMETRI DI BASE
21/8/2018,C201804522,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"7,19","20,6","39,55","17,08",,,0.08,"0,17",3.3,"22,8",2200,"9,4","97,5",PARAMETRI DI BASE
14/11/2018,C201805939,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"7,73",1.0,"109,7","56,2",,,0.08,"0,36",3.3,3.3,n.d.,"11,18",100,PARAMETRI DI BASE
14/2/2022,C202200734,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"8,42",1.0,"116,5",59,,,0.08,"0,28","3,6","7,4",2100,"12,13",100,PARAMETRI DI BASE
17/5/2022,C202202559,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"7,89","2,6",89,"29,2",,,0.08,"0,24",3.3,"7,8",37,"9,51","97,2",PARAMETRI DI BASE
19/9/2022,C202204812,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"7,56","7,2","67,4","31,2",,,0.08,"0,17",3.3,4,1000,"9,71","95,8",PARAMETRI DI BASE
19/12/2022,C202206586,LYS020,Ejo,1042wva,Torrent Lys,408317,5076450,"0,88",Elevato,"7,96","1,5",117,62,,,0.08,"0,38",3.3,"6,5",800,"11,93",100,PARAMETRI DI BASE
16/3/2010,C201000904,LYS030,Tache,1042wva,Torrent Lys,408789,5075266,"0,88",Elevato,"7,86","0,1",71,"37,3",,,0.01,"0,13",30.0,10.0,520,"9,89","85,8",PARAMETRI DI BASE
25/5/2010,C201001966,LYS030,Tache,1042wva,Torrent Lys,408789,5075266,"0,88",Elevato,"8,04","23,6","78,5",39,,,0.01,"0,35",30.0,"19,3",140,"9,56","86,4",PARAMETRI DI BASE
14/9/2010,C201003713,LYS030,Tache,1042wva,Torrent Lys,408789,5075266,"0,88",Elevato,"7,73","5,2","53,8","27,77",,,0.01,"0,15",30.0,"13,7",280,"8,64","80,2",PARAMETRI DI BASE
23/11/2010,C201004872,LYS030,Tache,1042wva,Torrent Lys,408789,5075266,"0,88",Elevato,"7,7",0,"61,9","33,9",,,0.01,"0,12",30.0,10.0,65,"10,11","89,5",PARAMETRI DI BASE
15/1/2013,C201300118,LYS030,Tache,1042wva,Torrent Lys,408789,5075266,"1,00",Elevato,"7,8","1,9","94,4",44,,,0.01,"0,24",1.6,"20,2",730,"10,95",100,PARAMETRI DI BASE
16/4/2013,C201301499,LYS030,Tache,1042wva,Torrent Lys,408789,5075266,"0,88",Elevato,"8,11","1,6","133,8",70,,,0.01,"0,68",1.6,"6,6",1300,"10,46",100,PARAMETRI DI BASE
8/7/2013,C201302954,LYS030,Tache,1042wva,Torrent Lys,408789,5075266,"1,00",Elevato,"7,66","16,1",72,"33,7",,,0.01,"0,17",1.6,"35,5",1800,"8,99","98,6",PARAMETRI DI BASE
1/10/2013,C201304638,LYS030,Tache,1042wva,Torrent Lys,408789,5075266,"1,00",Elevato,"7,87","9,6","94,2","49,1",,,0.01,"0,22",3.3,"19,5",830,"9,66","97,3",PARAMETRI DI BASE
15/1/2013,C201300119,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"1,00",Elevato,"8,2","1,7","172,4",97,,,0.01,"0,39","1,7","5,9",900,"12,28",100,PARAMETRI DI BASE
16/4/2013,C201301500,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"0,88",Elevato,"8,22","3,6",166,85,,,0.01,"0,71","3,9","14,2",80,"10,48","97,9",PARAMETRI DI BASE
8/7/2013,C201302955,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"1,00",Elevato,"7,9","8,2",85,"38,5",,,0.01,"0,17",1.6,"17,6",210,"9,41","98,7",PARAMETRI DI BASE
1/10/2013,C201304639,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"1,00",Elevato,"7,96","1,7","129,4","60,5",,,0.01,"0,25",3.3,9,250,"9,86","98,1",PARAMETRI DI BASE
19/2/2018,C201800994,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"0,88",Elevato,"8,42",1.0,"171,8","87,2",,,0.08,"0,4",3.3,5,160,"11,88",100,PARAMETRI DI BASE
28/5/2018,C201802916,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"0,88",Elevato,"7,76","44,6",69,"44,89",,,0.08,"0,24",3.3,"45,9",160,"11,82",100,PARAMETRI DI BASE
21/8/2018,C201804523,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"0,88",Elevato,"8,06","2,8","108,6","50,9",,,0.08,"0,17",3.3,"5,8",1600,"9,27","98,6",PARAMETRI DI BASE
13/11/2018,C201805920,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"0,88",Elevato,"7,99",1.0,"380,3","65,1",,,0.08,"0,32",3.3,3.3,560,"10,66",100,PARAMETRI DI BASE
14/2/2022,C202200735,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"0,81",Elevato,"8,41",1.0,"161,5",88,,,"0,08","0,35",3.3,"4,1",200,"11,68",100,PARAMETRI DI BASE
17/5/2022,C202202560,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"0,88",Elevato,"8,19","1,1","108,8",190,,,0.08,"0,25",3.3,"6,6",5,"9,9",100,PARAMETRI DI BASE
19/9/2022,C202204813,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"0,88",Elevato,"8,21","4,2","106,1","54,3",,,0.08,"0,23",3.3,3.3,1900,"10,02",98,PARAMETRI DI BASE
19/12/2022,C202206587,LYS040,Perletoa,1044va,Torrent Lys,408638,5072605,"0,88",Elevato,"8,32","1,3","148,8",81,,,0.08,"0,35",3.3,3.3,2000,"11,99",100,PARAMETRI DI BASE
26/1/2010,C201000208,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,78",Elevato,"8,03","1,1","162,2","82,3",,,"0,21","0,45",31,"41,8",5000,"12,02",100,PARAMETRI DI BASE
15/2/2010,C201000519,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,63",Buono,"8,09",8,"157,3","76,5",,,"0,44","0,46",53,"83,4",6000,"11,44","98,7",PARAMETRI DI BASE
16/3/2010,C201000905,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,88",Elevato,"7,92","2,2","81,3","42,2",,,0.01,"0,15",30.0,"23,1",1200,"10,34","88,7",PARAMETRI DI BASE
22/4/2010,C201001481,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"1,00",Elevato,"8,52","18,6","124,1","62,9",,,0.01,"0,49",30.0,"17,6",3600,"11,7",100,PARAMETRI DI BASE
25/5/2010,C201001967,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"1,00",Elevato,"8,08","16,8","81,3",39,,,0.01,"0,39",30.0,"25,6",220,"9,97","92,3",PARAMETRI DI BASE
22/6/2010,C201002392,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"1,00",Elevato,"7,92","5,5","90,9","45,9",,,0.01,"0,24",30.0,"12,4",300,"10,28",100,PARAMETRI DI BASE
15/7/2010,C201002772,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"1,00",Elevato,"7,79","28,7","57,3","28,5",,,0.01,"0,19",30.0,"27,6",3800,"9,91","96,3",PARAMETRI DI BASE
19/8/2010,C201003360,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,81",Elevato,"7,89","9,3","70,7","34,08",,,"0,07","0,21",30.0,"30,2",9500,"9,65",100,PARAMETRI DI BASE
16/9/2010,C201003753,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,88",Elevato,"7,84","8,8","61,5","32,06",,,0.01,"0,18",30.0,"36,4",1800,"9,71",89,PARAMETRI DI BASE
25/10/2010,C201004400,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,88",Elevato,"8,2","0,1","116,8","53,56",,,"0,03","0,24",30.0,10.0,580,"11,15",100,PARAMETRI DI BASE
23/11/2010,C201004876,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"1,00",Elevato,"7,9",1,"83,9","63,35",,,0.01,"0,56",30.0,10.0,1200,"10,57","98,1",PARAMETRI DI BASE
27/12/2010,C201005460,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,81",Elevato,8,"7,5",150,64,,,"0,09","0,399",30.0,12,960,"12,27",100,PARAMETRI DI BASE
15/1/2013,C201300123,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"1,00",Elevato,"7,9","27,4","146,6",79,,,0.01,"0,4","2,3","42,6",740,"11,78",100,PARAMETRI DI BASE
16/4/2013,C201301501,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,88",Elevato,"8,3",3,"122,3",65,,,0.01,"0,61",1.6,"6,6",31,"10,97",100,PARAMETRI DI BASE
8/7/2013,C201302956,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"1,00",Elevato,"7,93","14,8",67,"31,8",,,0.01,"0,18","1,6","18,1",470,"9,82",100,PARAMETRI DI BASE
3/10/2013,C201304676,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"1,00",Elevato,"8,56","32,8","96,7","49,8",,,0.01,"0,24",3.3,"46,2",200,"10,16",100,PARAMETRI DI BASE
20/2/2018,C201801026,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,88",Elevato,"8,02",1.0,"158,1","74,2",,,0.08,"0,31",3.3,"4,3",95,"12,92",100,PARAMETRI DI BASE
30/5/2018,C201802996,LYS050,Tschoarde,1045va,Torrent Lys,409265,5069137,"0,75",Elevato,"7,79","11,2","69,5","46,42",,,0.08,"1,03",3.3,"16,6",20,"10,1","96,1",PARAMETRI DI BASE
