Provincia;Comune;DataEN;Parametro;UM;Risultato;LAT_WGS84;LON_WGS84
PN;Polcenigo;12.09.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;240;46.03674;12.49672
PN;Caneva;12.09.2010 00:00;Temperatura acqua;°C;12.3;46.01109;12.47573
PN;Polcenigo;12.09.2010 00:00;pH;pH;7.1;46.03674;12.49672
PN;Polcenigo;12.09.2010 00:00;Temperatura acqua;°C;10.3;46.03674;12.49672
PN;Caneva;12.09.2010 00:00;pH;pH;7.2;46.01109;12.47573
PN;Caneva;12.09.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;274;46.01109;12.47573
UD;Ovaro;02.10.2010 00:00;pH;pH;7.9;46.49891;12.86351
UD;Gemona del Friuli;02.10.2010 00:00;pH;pH;7.9;46.24736;13.12549
UD;Trasaghis;02.10.2010 00:00;Temperatura acqua;°C;4.5;46.28569;13.09694
UD;Ragogna;02.10.2010 00:00;Temperatura acqua;°C;6;46.17658;12.95722
UD;Amaro;02.10.2010 00:00;Solidi sospesi totali;mg/l;1.4;46.37348;13.05836
UD;San Daniele del Friuli;02.10.2010 00:00;pH;pH;7.9;46.2099;13.02744
UD;San Daniele del Friuli;02.10.2010 00:00;Temperatura acqua;°C;3.5;46.21428;13.01581
UD;Villa Santina;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;926;46.41481;12.90662
UD;Ovaro;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;1319;46.49891;12.86351
UD;San Daniele del Friuli;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;611;46.21428;13.01581
UD;Amaro;02.10.2010 00:00;pH;pH;8.3;46.37348;13.05836
UD;Ragogna;02.10.2010 00:00;pH;pH;8.1;46.17658;12.95722
UD;San Daniele del Friuli;02.10.2010 00:00;Temperatura acqua;°C;8.5;46.2099;13.02744
UD;Gemona del Friuli;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;394;46.24736;13.12549
UD;Amaro;02.10.2010 00:00;Temperatura acqua;°C;9.2;46.37348;13.05836
UD;Trasaghis;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;474;46.28569;13.09694
UD;Villa Santina;02.10.2010 00:00;pH;pH;8.2;46.41337;12.9634
UD;Cavazzo Carnico;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;591;46.37348;13.05836
UD;Ovaro;02.10.2010 00:00;Temperatura acqua;°C;5.4;46.49891;12.86351
UD;San Daniele del Friuli;02.10.2010 00:00;pH;pH;8.1;46.21428;13.01581
UD;Ragogna;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;611;46.17658;12.95722
UD;Cavazzo Carnico;02.10.2010 00:00;pH;pH;8.3;46.37348;13.05836
UD;Amaro;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS/cm a 20°C;591;46.37348;13.05836
UD;Gemona del Friuli;02.10.2010 00:00;Temperatura acqua;°C;8.5;46.24736;13.12549
UD;Villa Santina;02.10.2010 00:00;Temperatura acqua;°C;5;46.41481;12.90662
UD;Trasaghis;02.10.2010 00:00;pH;pH;8.1;46.28569;13.09694
UD;Villa Santina;02.10.2010 00:00;pH;pH;8.2;46.41481;12.90662
UD;Cavazzo Carnico;02.10.2010 00:00;Temperatura acqua;°C;9.2;46.37348;13.05836
UD;San Daniele del Friuli;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;482;46.2099;13.02744
UD;Villa Santina;02.10.2010 00:00;Temperatura acqua;°C;0.9;46.41337;12.9634
UD;Villa Santina;02.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;317;46.41337;12.9634
PN;Erto e Casso;03.10.2010 00:00;pH;pH;8.3;46.27432;12.38058
PN;Erto e Casso;03.10.2010 00:00;Temperatura acqua;°C;5.2;46.27603;12.3783
PN;Erto e Casso;03.10.2010 00:00;Temperatura acqua;°C;4.9;46.27432;12.38058
PN;Erto e Casso;03.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;215;46.27432;12.38058
PN;Erto e Casso;03.10.2010 00:00;pH;pH;8.2;46.27603;12.3783
PN;Erto e Casso;03.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;228;46.27603;12.3783
UD;Tarvisio;06.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;311;46.5102;13.61397
UD;Tarvisio;06.10.2010 00:00;pH;pH;8.2;46.5102;13.61397
UD;Tarvisio;06.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;266;46.52571;13.62897
PN;Clauzetto;06.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;250;46.29454;12.90867
UD;Tarvisio;06.10.2010 00:00;pH;pH;8.3;46.52571;13.62897
UD;Tarvisio;06.10.2010 00:00;Temperatura acqua;°C;11.1;46.52571;13.62897
PN;Clauzetto;06.10.2010 00:00;Temperatura acqua;°C;14.3;46.29454;12.90867
PN;Clauzetto;06.10.2010 00:00;pH;pH;8.4;46.29454;12.90867
UD;Tarvisio;06.10.2010 00:00;Temperatura acqua;°C;12.5;46.5102;13.61397
PN;Barcis;08.10.2010 00:00;Temperatura acqua;°C;11.3;46.18858;12.52984
UD;San Leonardo;08.10.2010 00:00;pH;pH;8.3;46.12128;13.54094
PN;Cimolais;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;201;46.33315;12.47496
PN;Claut;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;196;46.26374;12.50161
UD;San Giovanni al Natisone;08.10.2010 00:00;Temperatura acqua;°C;24;45.97011;13.43848
UD;Savogna;08.10.2010 00:00;pH;pH;8.2;46.15962;13.53395
PN;Claut;08.10.2010 00:00;pH;pH;7.5;46.26374;12.50161
PN;Claut;08.10.2010 00:00;Temperatura acqua;°C;15.2;46.26374;12.50161
UD;Savogna;08.10.2010 00:00;Temperatura acqua;°C;13.8;46.1601;13.5375
UD;Savogna;08.10.2010 00:00;pH;pH;8.2;46.1601;13.5375
PN;Cimolais;08.10.2010 00:00;Temperatura acqua;°C;13.8;46.33315;12.47496
PN;Cimolais;08.10.2010 00:00;pH;pH;8.5;46.35029;12.46789
UD;Cavazzo Carnico;08.10.2010 00:00;Temperatura acqua;°C;15.9;46.36264;13.03121
PN;Cimolais;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;173;46.35029;12.46789
GO;Savogna d'Isonzo;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;303;45.88979;13.58755
UD;Verzegnis;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;472;46.38243;13.01713
GO;Medea;08.10.2010 00:00;Temperatura acqua;°C;24;45.92066;13.45524
UD;Savogna;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;234;46.15962;13.53395
UD;Grimacco;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;304;46.15589;13.59664
UD;Grimacco;08.10.2010 00:00;pH;pH;8.3;46.15589;13.59664
UD;Savogna;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;250;46.1601;13.5375
PN;Cimolais;08.10.2010 00:00;Temperatura acqua;°C;11.8;46.35029;12.46789
GO;Medea;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;1250;45.92066;13.45524
PN;Barcis;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;194;46.18858;12.52984
GO;Savogna d'Isonzo;08.10.2010 00:00;Temperatura acqua;°C;19;45.88979;13.58755
UD;Cavazzo Carnico;08.10.2010 00:00;pH;pH;8.1;46.36264;13.03121
UD;Cavazzo Carnico;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;254;46.36264;13.03121
PN;Cimolais;08.10.2010 00:00;pH;pH;7.9;46.33315;12.47496
UD;Verzegnis;08.10.2010 00:00;Temperatura acqua;°C;15.1;46.38243;13.01713
UD;San Leonardo;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;308;46.12128;13.54094
UD;Savogna;08.10.2010 00:00;Temperatura acqua;°C;15.3;46.15962;13.53395
UD;San Leonardo;08.10.2010 00:00;Temperatura acqua;°C;17.9;46.12128;13.54094
PN;Barcis;08.10.2010 00:00;pH;pH;8.2;46.18858;12.52984
UD;Verzegnis;08.10.2010 00:00;pH;pH;8.3;46.38243;13.01713
UD;Grimacco;08.10.2010 00:00;Temperatura acqua;°C;17;46.15589;13.59664
UD;San Giovanni al Natisone;08.10.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;406;45.97011;13.43848
UD;Nimis;03.11.2010 00:00;Temperatura acqua;°C;3.8;46.19586;13.27426
UD;Lusevera;03.11.2010 00:00;pH;pH;8.2;46.25881;13.25641
UD;Lusevera;03.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;234;46.25881;13.25641
UD;Nimis;03.11.2010 00:00;pH;pH;8.3;46.19586;13.27426
UD;Lusevera;03.11.2010 00:00;Temperatura acqua;°C;8;46.25881;13.25641
UD;Nimis;03.11.2010 00:00;pH;pH;8.5;46.19579;13.27264
UD;Nimis;03.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;270;46.19579;13.27264
UD;Nimis;03.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;288;46.19586;13.27426
UD;Nimis;03.11.2010 00:00;Temperatura acqua;°C;7.5;46.19579;13.27264
UD;Pontebba;08.11.2010 00:00;Temperatura acqua;°C;16.6;46.51814;13.29008
UD;Pontebba;08.11.2010 00:00;pH;pH;8.2;46.51814;13.29008
UD;Moggio Udinese;08.11.2010 00:00;Temperatura acqua;°C;15.2;46.44513;13.19093
UD;Pontebba;08.11.2010 00:00;Temperatura acqua;°C;13.2;46.50562;13.3067
UD;Pontebba;08.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;244;46.51493;13.30074
UD;Pontebba;08.11.2010 00:00;pH;pH;8.3;46.51493;13.30074
UD;Dogna;08.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;226;46.44798;13.3189
UD;Moggio Udinese;08.11.2010 00:00;pH;pH;8.3;46.44513;13.19093
UD;Moggio Udinese;08.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;522;46.49387;13.20632
UD;Fiumicello;08.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;298;45.80293;13.43118
GO;Gradisca d'Isonzo;08.11.2010 00:00;Temperatura acqua;°C;18;45.88164;13.49833
UD;Dogna;08.11.2010 00:00;Temperatura acqua;°C;15.4;46.44798;13.3189
UD;Pontebba;08.11.2010 00:00;Temperatura acqua;°C;13.3;46.51493;13.30074
UD;Dogna;08.11.2010 00:00;pH;pH;8.3;46.44798;13.3189
GO;Gradisca d'Isonzo;08.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;261;45.88164;13.49833
UD;Moggio Udinese;08.11.2010 00:00;pH;pH;8.2;46.49387;13.20632
UD;Pontebba;08.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;365;46.50562;13.3067
PN;Andreis;08.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;275;46.19532;12.59302
UD;Pontebba;08.11.2010 00:00;pH;pH;8.3;46.50562;13.3067
PN;Andreis;08.11.2010 00:00;Temperatura acqua;°C;18.4;46.19532;12.59302
UD;Moggio Udinese;08.11.2010 00:00;Temperatura acqua;°C;17.5;46.49387;13.20632
UD;Pontebba;08.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;429;46.51814;13.29008
UD;Fiumicello;08.11.2010 00:00;Temperatura acqua;°C;17;45.80293;13.43118
UD;Moggio Udinese;08.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;385;46.44513;13.19093
PN;Andreis;08.11.2010 00:00;pH;pH;8.4;46.19532;12.59302
UD;Nimis;10.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;261;46.21735;13.31774
PN;Vito d'Asio;10.11.2010 00:00;pH;pH;7.5;46.3188;12.93743
PN;Vito d'Asio;10.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;269;46.2643;12.90903
UD;Taipana;10.11.2010 00:00;pH;pH;8.4;46.25713;13.32327
UD;Nimis;10.11.2010 00:00;pH;pH;8.3;46.21735;13.31774
UD;Attimis;10.11.2010 00:00;pH;pH;8.3;46.1948;13.32126
UD;Attimis;10.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;280;46.18494;13.30463
UD;Attimis;10.11.2010 00:00;Temperatura acqua;°C;10.9;46.18494;13.30463
UD;Attimis;10.11.2010 00:00;pH;pH;8.4;46.18494;13.30463
UD;Nimis;10.11.2010 00:00;Temperatura acqua;°C;10.2;46.21735;13.31774
UD;Taipana;10.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;260;46.25713;13.32327
UD;Attimis;10.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;273;46.1948;13.32126
PN;Vito d'Asio;10.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;220;46.3188;12.93743
UD;Taipana;10.11.2010 00:00;Temperatura acqua;°C;11;46.25713;13.32327
PN;Vito d'Asio;10.11.2010 00:00;Temperatura acqua;°C;12.2;46.3188;12.93743
UD;Attimis;10.11.2010 00:00;Temperatura acqua;°C;10.1;46.1948;13.32126
PN;Vito d'Asio;10.11.2010 00:00;Temperatura acqua;°C;9;46.2643;12.90903
PN;Vito d'Asio;10.11.2010 00:00;pH;pH;8.7;46.2643;12.90903
PN;Cordovado;11.11.2010 00:00;pH;pH;7.5;45.8346;12.88365
UD;Varmo;11.11.2010 00:00;pH;pH;7.9;45.88253;12.97478
UD;Varmo;11.11.2010 00:00;Temperatura acqua;°C;13.3;45.88253;12.97478
PN;Cordovado;11.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;564;45.8346;12.88365
UD;Varmo;11.11.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;487;45.88253;12.97478
PN;Cordovado;11.11.2010 00:00;Temperatura acqua;°C;15;45.8346;12.88365
PN;Sequals;01.12.2010 00:00;pH;pH;8.2;46.15701;12.86359
PN;Sequals;01.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;395;46.15701;12.86359
PN;Valvasone Arzene;01.12.2010 00:00;pH;pH;8;45.98844;12.85059
PN;Sequals;01.12.2010 00:00;Temperatura acqua;°C;6.4;46.15701;12.86359
PN;Valvasone Arzene;01.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;316;45.98844;12.85059
PN;Valvasone Arzene;01.12.2010 00:00;Temperatura acqua;°C;6.5;45.98844;12.85059
UD;Fiumicello;02.12.2010 00:00;Temperatura acqua;°C;6;45.80293;13.43118
GO;Medea;02.12.2010 00:00;pH;pH;8.2;45.92066;13.45524
UD;San Giovanni al Natisone;02.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;371;45.97011;13.43848
UD;Fiumicello;02.12.2010 00:00;pH;pH;8;45.80293;13.43118
UD;San Giovanni al Natisone;02.12.2010 00:00;pH;pH;8.2;45.97011;13.43848
UD;San Giovanni al Natisone;02.12.2010 00:00;Temperatura acqua;°C;6;45.97011;13.43848
GO;Gradisca d'Isonzo;02.12.2010 00:00;Temperatura acqua;°C;6;45.88164;13.49833
GO;Savogna d'Isonzo;02.12.2010 00:00;pH;pH;8.2;45.88979;13.58755
UD;Fiumicello;02.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;297;45.80293;13.43118
GO;Gradisca d'Isonzo;02.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;294;45.88164;13.49833
GO;Medea;02.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;445;45.92066;13.45524
GO;Medea;02.12.2010 00:00;Temperatura acqua;°C;4;45.92066;13.45524
GO;Savogna d'Isonzo;02.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;358;45.88979;13.58755
GO;Savogna d'Isonzo;02.12.2010 00:00;Temperatura acqua;°C;6;45.88979;13.58755
GO;Gradisca d'Isonzo;02.12.2010 00:00;pH;pH;8.2;45.88164;13.49833
UD;Amaro;04.12.2010 00:00;pH;pH;8;46.37348;13.05836
UD;Forni di Sopra;04.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;308;46.42353;12.581
UD;Amaro;04.12.2010 00:00;Solidi sospesi totali;mg/l;2.8;46.37348;13.05836
UD;Cavazzo Carnico;04.12.2010 00:00;pH;pH;8;46.37348;13.05836
UD;Amaro;04.12.2010 00:00;Temperatura acqua;°C;9.3;46.37348;13.05836
UD;Forni di Sotto;04.12.2010 00:00;Temperatura acqua;°C;7.3;46.39456;12.68771
UD;Forni di Sopra;04.12.2010 00:00;Temperatura acqua;°C;6.8;46.42258;12.57623
UD;Forni di Sopra;04.12.2010 00:00;pH;pH;8.3;46.42353;12.581
UD;Forni di Sopra;04.12.2010 00:00;Temperatura acqua;°C;5.4;46.42353;12.581
UD;Tarvisio;04.12.2010 00:00;Temperatura acqua;°C;6.3;46.52571;13.62897
UD;Amaro;04.12.2010 00:00;Conducibilità elettrica a 20°C;µS/cm a 20°C;568;46.37348;13.05836
UD;Forni di Sopra;04.12.2010 00:00;pH;pH;8.1;46.42258;12.57623
UD;Cavazzo Carnico;04.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;568;46.37348;13.05836
UD;Forni di Sopra;04.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;1146;46.4294;12.54593
UD;Cavazzo Carnico;04.12.2010 00:00;Temperatura acqua;°C;9.3;46.37348;13.05836
UD;Forni di Sopra;04.12.2010 00:00;pH;pH;8;46.4294;12.54593
UD;Amaro;04.12.2010 00:00;pH;pH;8.2;46.38874;13.13748
UD;Amaro;04.12.2010 00:00;Temperatura acqua;°C;8.4;46.38874;13.13748
UD;Tarvisio;04.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;313;46.52571;13.62897
UD;Forni di Sotto;04.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;487;46.39456;12.68771
UD;Tarvisio;04.12.2010 00:00;pH;pH;8.2;46.52571;13.62897
UD;Forni di Sotto;04.12.2010 00:00;pH;pH;8.2;46.39456;12.68771
UD;Amaro;04.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;300;46.38874;13.13748
UD;Forni di Sopra;04.12.2010 00:00;Temperatura acqua;°C;5.6;46.4294;12.54593
UD;Forni di Sopra;04.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;954;46.42258;12.57623
PN;Sesto al Reghena;07.12.2010 00:00;Temperatura acqua;°C;18.4;45.87044;12.87056
PN;Azzano Decimo;07.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;498;45.87841;12.72266
PN;Sesto al Reghena;07.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;500;45.84996;12.86262
PN;Azzano Decimo;07.12.2010 00:00;pH;pH;7.8;45.87841;12.72266
PN;Sesto al Reghena;07.12.2010 00:00;pH;pH;7.9;45.84996;12.86262
PN;Brugnera;07.12.2010 00:00;pH;pH;8.2;45.9229;12.57857
PN;Sesto al Reghena;07.12.2010 00:00;pH;pH;8;45.87044;12.87056
PN;Sesto al Reghena;07.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;485;45.87044;12.87056
PN;Brugnera;07.12.2010 00:00;Temperatura acqua;°C;19.4;45.9229;12.57857
PN;Sesto al Reghena;07.12.2010 00:00;Temperatura acqua;°C;17.3;45.84996;12.86262
PN;Brugnera;07.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;413;45.9229;12.57857
PN;Azzano Decimo;07.12.2010 00:00;Temperatura acqua;°C;18.4;45.87841;12.72266
UD;Paluzza;08.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;169;46.59126;12.95782
UD;Cercivento;08.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;249;46.53747;13.00955
UD;Cercivento;08.12.2010 00:00;Temperatura acqua;°C;15.1;46.53747;13.00955
UD;Buja;08.12.2010 00:00;Temperatura acqua;°C;13.4;46.22818;13.10884
UD;Paluzza;08.12.2010 00:00;pH;pH;8.2;46.59055;12.9648
UD;Buja;08.12.2010 00:00;pH;pH;8;46.22818;13.10884
UD;Paluzza;08.12.2010 00:00;pH;pH;8.1;46.59126;12.95782
UD;Paluzza;08.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;145;46.59055;12.9648
UD;Buja;08.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;477;46.20423;13.08325
UD;Buja;08.12.2010 00:00;pH;pH;8.1;46.20423;13.08325
UD;Paluzza;08.12.2010 00:00;Temperatura acqua;°C;12.3;46.59126;12.95782
UD;Paluzza;08.12.2010 00:00;Temperatura acqua;°C;12.7;46.59055;12.9648
UD;Buja;08.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;413;46.22818;13.10884
UD;Cercivento;08.12.2010 00:00;pH;pH;8.3;46.53747;13.00955
UD;Buja;08.12.2010 00:00;Temperatura acqua;°C;14.3;46.20423;13.08325
UD;Forni Avoltri;10.12.2010 00:00;Temperatura acqua;°C;5.2;46.58076;12.84039
UD;Forni Avoltri;10.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;127;46.58076;12.84039
PN;Pinzano al Tagliamento;10.12.2010 00:00;pH;pH;7.7;46.19872;12.94951
UD;Forni Avoltri;10.12.2010 00:00;pH;pH;8.3;46.61021;12.78095
PN;Castelnovo del Friuli;10.12.2010 00:00;Temperatura acqua;°C;12.8;46.18259;12.90909
PN;Pinzano al Tagliamento;10.12.2010 00:00;Temperatura acqua;°C;11.9;46.19872;12.94951
PN;Pinzano al Tagliamento;10.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;385;46.19872;12.94951
PN;Castelnovo del Friuli;10.12.2010 00:00;pH;pH;8.2;46.18259;12.90909
PN;Castelnovo del Friuli;10.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;526;46.18259;12.90909
UD;Forni Avoltri;10.12.2010 00:00;pH;pH;8.1;46.58076;12.84039
UD;Forni Avoltri;10.12.2010 00:00;Temperatura acqua;°C;5.1;46.58112;12.8366
UD;Forni Avoltri;10.12.2010 00:00;Temperatura acqua;°C;5.9;46.61021;12.78095
UD;Forni Avoltri;10.12.2010 00:00;pH;pH;8;46.58112;12.8366
UD;Forni Avoltri;10.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;131;46.58112;12.8366
UD;Forni Avoltri;10.12.2010 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;259;46.61021;12.78095
UD;Moggio Udinese;02.01.2011 00:00;Temperatura acqua;°C;3.7;46.44513;13.19093
UD;Moggio Udinese;02.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;481;46.49387;13.20632
UD;Moggio Udinese;02.01.2011 00:00;Temperatura acqua;°C;2;46.49387;13.20632
UD;Moggio Udinese;02.01.2011 00:00;pH;pH;8.3;46.49387;13.20632
UD;Moggio Udinese;02.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;368;46.44513;13.19093
UD;Moggio Udinese;02.01.2011 00:00;pH;pH;8.3;46.44513;13.19093
UD;Resia;06.01.2011 00:00;pH;pH;8.3;46.34848;13.38999
UD;Resia;06.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;218;46.34848;13.38999
UD;Resia;06.01.2011 00:00;Temperatura acqua;°C;9.7;46.34848;13.38999
UD;Trasaghis;09.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;240;46.3171;13.04634
UD;Trasaghis;09.01.2011 00:00;pH;pH;8.1;46.26712;13.05247
UD;Cavazzo Carnico;09.01.2011 00:00;pH;pH;8.1;46.36264;13.03121
UD;Trasaghis;09.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;627;46.26712;13.05247
UD;Trasaghis;09.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;217;46.29948;13.04338
UD;Trasaghis;09.01.2011 00:00;pH;pH;8.2;46.29948;13.04338
UD;Cavazzo Carnico;09.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;243;46.36264;13.03121
UD;Trasaghis;09.01.2011 00:00;Temperatura acqua;°C;21.5;46.29948;13.04338
UD;Trasaghis;09.01.2011 00:00;Temperatura acqua;°C;21.5;46.3171;13.04634
UD;Verzegnis;09.01.2011 00:00;pH;pH;8.3;46.38243;13.01713
UD;Verzegnis;09.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;448;46.38243;13.01713
UD;Trasaghis;09.01.2011 00:00;pH;pH;8.4;46.3171;13.04634
UD;Trasaghis;09.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;248;46.28566;13.06145
UD;Cavazzo Carnico;09.01.2011 00:00;Temperatura acqua;°C;21.5;46.36264;13.03121
UD;Trasaghis;09.01.2011 00:00;Temperatura acqua;°C;21.5;46.26712;13.05247
UD;Trasaghis;09.01.2011 00:00;Temperatura acqua;°C;21.5;46.28566;13.06145
UD;Trasaghis;09.01.2011 00:00;pH;pH;8.2;46.28566;13.06145
UD;Verzegnis;09.01.2011 00:00;Temperatura acqua;°C;21.5;46.38243;13.01713
UD;Resia;12.01.2011 00:00;Temperatura acqua;°C;6.1;46.34848;13.38999
UD;Resia;12.01.2011 00:00;pH;pH;8.3;46.36837;13.29485
UD;Chiusaforte;12.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;328;46.38973;13.46895
UD;Cavazzo Carnico;12.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;248;46.36712;13.03961
UD;Lauco;12.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;255;46.44893;12.94969
UD;Lauco;12.01.2011 00:00;Temperatura acqua;°C;3.9;46.44893;12.94969
UD;Preone;12.01.2011 00:00;Temperatura acqua;°C;7;46.37548;12.86496
UD;Resia;12.01.2011 00:00;pH;pH;8.4;46.34848;13.38999
UD;Chiusaforte;12.01.2011 00:00;Temperatura acqua;°C;6;46.38973;13.46895
UD;Chiusaforte;12.01.2011 00:00;pH;pH;8.3;46.38973;13.46895
UD;Lauco;12.01.2011 00:00;pH;pH;8.4;46.43979;12.94608
UD;Resia;12.01.2011 00:00;Temperatura acqua;°C;6.2;46.36837;13.29485
UD;Resia;12.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;628;46.36837;13.29485
UD;Lauco;12.01.2011 00:00;Conducibilità elettrica a 20°C;µS cm-1 a 20°C;315;46.43979;12.94608
UD;Cavazzo Carnico;12.01.2011 00:00;pH;pH;8.4;46.36712;13.03961
UD;Preone;12.01.2011 00:00;pH;pH;8.4;46.37548;12.86496
